,species_name,cluster_level,VMGC_pangenome_size,GTDB_pangenome_size,VMGC_species_code,MIDAS_species_code,VMGC_num_genomes,MIDAS_num_genomes,larger_pangenome,pangenome_size_diff
1038,Anaerococcus sp900258475,75,1547,2227,488521,109488,2,2,GTDB,680
1039,Anaerococcus sp900258475,80,1552,2235,488521,109488,2,2,GTDB,683
1040,Anaerococcus sp900258475,85,1554,2250,488521,109488,2,2,GTDB,696
1041,Anaerococcus sp900258475,90,1567,2289,488521,109488,2,2,GTDB,722
1042,Anaerococcus sp900258475,95,1644,2449,488521,109488,2,2,GTDB,805
1043,Anaerococcus sp900258475,99,2008,3267,488521,109488,2,2,GTDB,1259
1044,Enterobacter hormaechei_A,75,4232,38030,337961,100022,2,1536,GTDB,33798
1045,Enterobacter hormaechei_A,80,4241,40142,337961,100022,2,1536,GTDB,35901
1046,Enterobacter hormaechei_A,85,4248,44202,337961,100022,2,1536,GTDB,39954
1047,Enterobacter hormaechei_A,90,4257,51694,337961,100022,2,1536,GTDB,47437
1048,Enterobacter hormaechei_A,95,4271,73143,337961,100022,2,1536,GTDB,68872
1049,Enterobacter hormaechei_A,99,4748,180018,337961,100022,2,1536,GTDB,175270
1050,Bacteroides ovatus,75,4946,18379,188793,100215,2,73,GTDB,13433
1051,Bacteroides ovatus,80,4970,19197,188793,100215,2,73,GTDB,14227
1052,Bacteroides ovatus,85,5000,20419,188793,100215,2,73,GTDB,15419
1053,Bacteroides ovatus,90,5081,22358,188793,100215,2,73,GTDB,17277
1054,Bacteroides ovatus,95,5319,26874,188793,100215,2,73,GTDB,21555
1055,Bacteroides ovatus,99,6219,48137,188793,100215,2,73,GTDB,41918
1056,Prevotella pallens,75,2102,2622,381028,107101,2,3,GTDB,520
1057,Prevotella pallens,80,2111,2651,381028,107101,2,3,GTDB,540
1058,Prevotella pallens,85,2118,2676,381028,107101,2,3,GTDB,558
1059,Prevotella pallens,90,2125,2726,381028,107101,2,3,GTDB,601
1060,Prevotella pallens,95,2159,2840,381028,107101,2,3,GTDB,681
1061,Prevotella pallens,99,2657,3517,381028,107101,2,3,GTDB,860
1062,Dialister invisus,75,1546,2086,413111,102062,2,8,GTDB,540
1063,Dialister invisus,80,1549,2103,413111,102062,2,8,GTDB,554
1064,Dialister invisus,85,1555,2120,413111,102062,2,8,GTDB,565
1065,Dialister invisus,90,1560,2154,413111,102062,2,8,GTDB,594
1066,Dialister invisus,95,1628,2379,413111,102062,2,8,GTDB,751
1067,Dialister invisus,99,2209,5546,413111,102062,2,8,GTDB,3337
1068,Porphyromonas uenonis,75,1702,1774,367613,107546,2,3,GTDB,72
1069,Porphyromonas uenonis,80,1709,1785,367613,107546,2,3,GTDB,76
1070,Porphyromonas uenonis,85,1717,1800,367613,107546,2,3,GTDB,83
1071,Porphyromonas uenonis,90,1730,1831,367613,107546,2,3,GTDB,101
1072,Porphyromonas uenonis,95,1812,1947,367613,107546,2,3,GTDB,135
1073,Porphyromonas uenonis,99,2732,2820,367613,107546,2,3,GTDB,88
1074,Haemophilus haemolyticus,75,2018,3682,945663,100547,2,28,GTDB,1664
1075,Haemophilus haemolyticus,80,2025,3813,945663,100547,2,28,GTDB,1788
1076,Haemophilus haemolyticus,85,2032,3977,945663,100547,2,28,GTDB,1945
1077,Haemophilus haemolyticus,90,2067,4368,945663,100547,2,28,GTDB,2301
1078,Haemophilus haemolyticus,95,2393,8274,945663,100547,2,28,GTDB,5881
1079,Haemophilus haemolyticus,99,3487,34355,945663,100547,2,28,GTDB,30868
1080,Peptostreptococcus sp900759325,75,1552,1461,895991,127299,2,1,VMGC,-91
1081,Peptostreptococcus sp900759325,80,1554,1461,895991,127299,2,1,VMGC,-93
1082,Peptostreptococcus sp900759325,85,1561,1461,895991,127299,2,1,VMGC,-100
1083,Peptostreptococcus sp900759325,90,1584,1461,895991,127299,2,1,VMGC,-123
1084,Peptostreptococcus sp900759325,95,1666,1461,895991,127299,2,1,VMGC,-205
1085,Peptostreptococcus sp900759325,99,2142,1461,895991,127299,2,1,VMGC,-681
1086,Cutibacterium avidum,75,2586,3455,353147,100663,2,23,GTDB,869
1087,Cutibacterium avidum,80,2615,3535,353147,100663,2,23,GTDB,920
1088,Cutibacterium avidum,85,2643,3659,353147,100663,2,23,GTDB,1016
1089,Cutibacterium avidum,90,2715,3905,353147,100663,2,23,GTDB,1190
1090,Cutibacterium avidum,95,2945,4549,353147,100663,2,23,GTDB,1604
1091,Cutibacterium avidum,99,4324,8654,353147,100663,2,23,GTDB,4330
1092,Ezakiella massiliensis,75,1595,1534,216771,132473,2,1,VMGC,-61
1093,Ezakiella massiliensis,80,1600,1537,216771,132473,2,1,VMGC,-63
1094,Ezakiella massiliensis,85,1603,1542,216771,132473,2,1,VMGC,-61
1095,Ezakiella massiliensis,90,1619,1543,216771,132473,2,1,VMGC,-76
1096,Ezakiella massiliensis,95,1788,1546,216771,132473,2,1,VMGC,-242
1097,Ezakiella massiliensis,99,2406,1548,216771,132473,2,1,VMGC,-858
1098,Gleimia europaea_A,75,1895,2089,533622,105836,2,4,GTDB,194
1099,Gleimia europaea_A,80,1897,2101,533622,105836,2,4,GTDB,204
1100,Gleimia europaea_A,85,1909,2130,533622,105836,2,4,GTDB,221
1101,Gleimia europaea_A,90,1935,2185,533622,105836,2,4,GTDB,250
1102,Gleimia europaea_A,95,2160,2659,533622,105836,2,4,GTDB,499
1103,Gleimia europaea_A,99,3120,4842,533622,105836,2,4,GTDB,1722
1104,Corynebacterium aurimucosum_E,75,2436,2528,948444,105080,2,4,GTDB,92
1105,Corynebacterium aurimucosum_E,80,2452,2546,948444,105080,2,4,GTDB,94
1106,Corynebacterium aurimucosum_E,85,2463,2592,948444,105080,2,4,GTDB,129
1107,Corynebacterium aurimucosum_E,90,2505,2676,948444,105080,2,4,GTDB,171
1108,Corynebacterium aurimucosum_E,95,2723,3043,948444,105080,2,4,GTDB,320
1109,Corynebacterium aurimucosum_E,99,3505,4372,948444,105080,2,4,GTDB,867
1110,Prevotella bergensis,75,2301,2449,629237,118092,2,1,GTDB,148
1111,Prevotella bergensis,80,2304,2456,629237,118092,2,1,GTDB,152
1112,Prevotella bergensis,85,2310,2462,629237,118092,2,1,GTDB,152
1113,Prevotella bergensis,90,2333,2474,629237,118092,2,1,GTDB,141
1114,Prevotella bergensis,95,2371,2486,629237,118092,2,1,GTDB,115
1115,Prevotella bergensis,99,3519,2489,629237,118092,2,1,VMGC,-1030
1116,Corynebacterium imitans,75,2421,2274,546788,110481,2,2,VMGC,-147
1117,Corynebacterium imitans,80,2432,2277,546788,110481,2,2,VMGC,-155
1118,Corynebacterium imitans,85,2440,2279,546788,110481,2,2,VMGC,-161
1119,Corynebacterium imitans,90,2476,2284,546788,110481,2,2,VMGC,-192
1120,Corynebacterium imitans,95,2652,2291,546788,110481,2,2,VMGC,-361
1121,Corynebacterium imitans,99,3579,2292,546788,110481,2,2,VMGC,-1287
1122,Facklamia hominis,75,1792,2094,196136,103768,2,5,GTDB,302
1123,Facklamia hominis,80,1801,2110,196136,103768,2,5,GTDB,309
1124,Facklamia hominis,85,1802,2127,196136,103768,2,5,GTDB,325
1125,Facklamia hominis,90,1818,2176,196136,103768,2,5,GTDB,358
1126,Facklamia hominis,95,1925,2582,196136,103768,2,5,GTDB,657
1127,Facklamia hominis,99,2593,4971,196136,103768,2,5,GTDB,2378
1128,Corynebacterium aurimucosum,75,2193,2470,783682,109782,2,2,GTDB,277
1129,Corynebacterium aurimucosum,80,2195,2472,783682,109782,2,2,GTDB,277
1130,Corynebacterium aurimucosum,85,2199,2474,783682,109782,2,2,GTDB,275
1131,Corynebacterium aurimucosum,90,2212,2483,783682,109782,2,2,GTDB,271
1132,Corynebacterium aurimucosum,95,2260,2491,783682,109782,2,2,GTDB,231
1133,Corynebacterium aurimucosum,99,2536,2512,783682,109782,2,2,VMGC,-24
1134,Streptococcus pseudoporcinus,75,1794,2354,327120,101743,2,10,GTDB,560
1135,Streptococcus pseudoporcinus,80,1794,2368,327120,101743,2,10,GTDB,574
1136,Streptococcus pseudoporcinus,85,1797,2412,327120,101743,2,10,GTDB,615
1137,Streptococcus pseudoporcinus,90,1798,2471,327120,101743,2,10,GTDB,673
1138,Streptococcus pseudoporcinus,95,1798,2552,327120,101743,2,10,GTDB,754
1139,Streptococcus pseudoporcinus,99,1799,4162,327120,101743,2,10,GTDB,2363
1140,Corynebacterium glucuronolyticum,75,2551,2897,674228,106018,2,4,GTDB,346
1141,Corynebacterium glucuronolyticum,80,2557,2915,674228,106018,2,4,GTDB,358
1142,Corynebacterium glucuronolyticum,85,2569,2945,674228,106018,2,4,GTDB,376
1143,Corynebacterium glucuronolyticum,90,2583,2987,674228,106018,2,4,GTDB,404
1144,Corynebacterium glucuronolyticum,95,2640,3131,674228,106018,2,4,GTDB,491
1145,Corynebacterium glucuronolyticum,99,3075,4293,674228,106018,2,4,GTDB,1218
1146,Staphylococcus simulans,75,2638,4369,925244,100210,2,74,GTDB,1731
1147,Staphylococcus simulans,80,2647,4467,925244,100210,2,74,GTDB,1820
1148,Staphylococcus simulans,85,2658,4623,925244,100210,2,74,GTDB,1965
1149,Staphylococcus simulans,90,2665,4886,925244,100210,2,74,GTDB,2221
1150,Staphylococcus simulans,95,2687,5606,925244,100210,2,74,GTDB,2919
1151,Staphylococcus simulans,99,3128,11112,925244,100210,2,74,GTDB,7984
1152,Enterococcus_B lactis,75,2748,9623,269890,100069,2,246,GTDB,6875
1153,Enterococcus_B lactis,80,2760,9993,269890,100069,2,246,GTDB,7233
1154,Enterococcus_B lactis,85,2769,10451,269890,100069,2,246,GTDB,7682
1155,Enterococcus_B lactis,90,2782,11249,269890,100069,2,246,GTDB,8467
1156,Enterococcus_B lactis,95,2899,13665,269890,100069,2,246,GTDB,10766
1157,Enterococcus_B lactis,99,3410,29389,269890,100069,2,246,GTDB,25979
1158,Pseudomonas aeruginosa,75,6028,50924,317699,100007,2,5211,GTDB,44896
1159,Pseudomonas aeruginosa,80,6045,54053,317699,100007,2,5211,GTDB,48008
1160,Pseudomonas aeruginosa,85,6057,58463,317699,100007,2,5211,GTDB,52406
1161,Pseudomonas aeruginosa,90,6074,68770,317699,100007,2,5211,GTDB,62696
1162,Pseudomonas aeruginosa,95,6095,95918,317699,100007,2,5211,GTDB,89823
1163,Pseudomonas aeruginosa,99,6557,233818,317699,100007,2,5211,GTDB,227261
1164,Murdochiella vaginalis,75,1490,1394,797034,113930,2,2,VMGC,-96
1165,Murdochiella vaginalis,80,1491,1395,797034,113930,2,2,VMGC,-96
1166,Murdochiella vaginalis,85,1492,1395,797034,113930,2,2,VMGC,-97
1167,Murdochiella vaginalis,90,1498,1395,797034,113930,2,2,VMGC,-103
1168,Murdochiella vaginalis,95,1551,1395,797034,113930,2,2,VMGC,-156
1169,Murdochiella vaginalis,99,1975,1395,797034,113930,2,2,VMGC,-580
1170,Salmonella enterica,75,4423,47275,395018,100003,2,11523,GTDB,42852
1171,Salmonella enterica,80,4433,50086,395018,100003,2,11523,GTDB,45653
1172,Salmonella enterica,85,4448,55910,395018,100003,2,11523,GTDB,51462
1173,Salmonella enterica,90,4462,66325,395018,100003,2,11523,GTDB,61863
1174,Salmonella enterica,95,4488,90862,395018,100003,2,11523,GTDB,86374
1175,Salmonella enterica,99,4607,279692,395018,100003,2,11523,GTDB,275085
1176,Klebsiella quasipneumoniae,75,5467,26542,264590,100039,2,543,GTDB,21075
1177,Klebsiella quasipneumoniae,80,5501,27538,264590,100039,2,543,GTDB,22037
1178,Klebsiella quasipneumoniae,85,5521,29581,264590,100039,2,543,GTDB,24060
1179,Klebsiella quasipneumoniae,90,5551,33253,264590,100039,2,543,GTDB,27702
1180,Klebsiella quasipneumoniae,95,5609,42968,264590,100039,2,543,GTDB,37359
1181,Klebsiella quasipneumoniae,99,6728,102644,264590,100039,2,543,GTDB,95916
1182,Chryseobacterium gleum,75,4863,5953,310609,104217,2,5,GTDB,1090
1183,Chryseobacterium gleum,80,4887,6003,310609,104217,2,5,GTDB,1116
1184,Chryseobacterium gleum,85,4934,6117,310609,104217,2,5,GTDB,1183
1185,Chryseobacterium gleum,90,4960,6232,310609,104217,2,5,GTDB,1272
1186,Chryseobacterium gleum,95,4968,6558,310609,104217,2,5,GTDB,1590
1187,Chryseobacterium gleum,99,4969,14002,310609,104217,2,5,GTDB,9033
1188,Mogibacterium timidum,75,1331,1888,281411,106409,2,3,GTDB,557
1189,Mogibacterium timidum,80,1334,1902,281411,106409,2,3,GTDB,568
1190,Mogibacterium timidum,85,1336,1921,281411,106409,2,3,GTDB,585
1191,Mogibacterium timidum,90,1338,1955,281411,106409,2,3,GTDB,617
1192,Mogibacterium timidum,95,1345,2006,281411,106409,2,3,GTDB,661
1193,Mogibacterium timidum,99,1493,2344,281411,106409,2,3,GTDB,851
1194,Prevotella nigrescens,75,1978,2849,666345,104059,2,5,GTDB,871
1195,Prevotella nigrescens,80,1991,2932,666345,104059,2,5,GTDB,941
1196,Prevotella nigrescens,85,2002,3047,666345,104059,2,5,GTDB,1045
1197,Prevotella nigrescens,90,2008,3240,666345,104059,2,5,GTDB,1232
1198,Prevotella nigrescens,95,2011,3587,666345,104059,2,5,GTDB,1576
1199,Prevotella nigrescens,99,2013,5812,666345,104059,2,5,GTDB,3799
1200,Phocaeicola coprocola,75,2967,3841,677795,105805,2,4,GTDB,874
1201,Phocaeicola coprocola,80,2990,3879,677795,105805,2,4,GTDB,889
1202,Phocaeicola coprocola,85,3044,3908,677795,105805,2,4,GTDB,864
1203,Phocaeicola coprocola,90,3091,3953,677795,105805,2,4,GTDB,862
1204,Phocaeicola coprocola,95,3118,4007,677795,105805,2,4,GTDB,889
1205,Phocaeicola coprocola,99,3663,5226,677795,105805,2,4,GTDB,1563
1206,Porphyromonas asaccharolytica,75,1780,1816,620611,106247,2,3,GTDB,36
1207,Porphyromonas asaccharolytica,80,1790,1830,620611,106247,2,3,GTDB,40
1208,Porphyromonas asaccharolytica,85,1795,1836,620611,106247,2,3,GTDB,41
1209,Porphyromonas asaccharolytica,90,1807,1863,620611,106247,2,3,GTDB,56
1210,Porphyromonas asaccharolytica,95,1859,1974,620611,106247,2,3,GTDB,115
1211,Porphyromonas asaccharolytica,99,2610,3448,620611,106247,2,3,GTDB,838
1212,Peptoniphilus_C sp902363535,75,1509,1722,596784,120041,2,1,GTDB,213
1213,Peptoniphilus_C sp902363535,80,1510,1724,596784,120041,2,1,GTDB,214
1214,Peptoniphilus_C sp902363535,85,1510,1724,596784,120041,2,1,GTDB,214
1215,Peptoniphilus_C sp902363535,90,1513,1726,596784,120041,2,1,GTDB,213
1216,Peptoniphilus_C sp902363535,95,1515,1739,596784,120041,2,1,GTDB,224
1217,Peptoniphilus_C sp902363535,99,1515,1761,596784,120041,2,1,GTDB,246
1218,Megasphaera sp001546855,75,2128,2238,214044,102958,2,6,GTDB,110
1219,Megasphaera sp001546855,80,2137,2253,214044,102958,2,6,GTDB,116
1220,Megasphaera sp001546855,85,2142,2258,214044,102958,2,6,GTDB,116
1221,Megasphaera sp001546855,90,2145,2273,214044,102958,2,6,GTDB,128
1222,Megasphaera sp001546855,95,2152,2296,214044,102958,2,6,GTDB,144
1223,Megasphaera sp001546855,99,2158,2323,214044,102958,2,6,GTDB,165
1224,Varibaculum vaginae,75,1665,1621,838832,125625,2,1,VMGC,-44
1225,Varibaculum vaginae,80,1666,1621,838832,125625,2,1,VMGC,-45
1226,Varibaculum vaginae,85,1673,1624,838832,125625,2,1,VMGC,-49
1227,Varibaculum vaginae,90,1682,1625,838832,125625,2,1,VMGC,-57
1228,Varibaculum vaginae,95,1716,1625,838832,125625,2,1,VMGC,-91
1229,Varibaculum vaginae,99,1982,1625,838832,125625,2,1,VMGC,-357
1230,Slackia exigua,75,1798,1782,173875,108200,2,3,VMGC,-16
1231,Slackia exigua,80,1799,1788,173875,108200,2,3,VMGC,-11
1232,Slackia exigua,85,1807,1794,173875,108200,2,3,VMGC,-13
1233,Slackia exigua,90,1817,1801,173875,108200,2,3,VMGC,-16
1234,Slackia exigua,95,1840,1827,173875,108200,2,3,VMGC,-13
1235,Slackia exigua,99,2198,2763,173875,108200,2,3,GTDB,565
1236,Lachnospira sp000436535,75,2320,3151,231788,104995,2,4,GTDB,831
1237,Lachnospira sp000436535,80,2322,3171,231788,104995,2,4,GTDB,849
1238,Lachnospira sp000436535,85,2324,3204,231788,104995,2,4,GTDB,880
1239,Lachnospira sp000436535,90,2326,3256,231788,104995,2,4,GTDB,930
1240,Lachnospira sp000436535,95,2327,3378,231788,104995,2,4,GTDB,1051
1241,Lachnospira sp000436535,99,2327,4415,231788,104995,2,4,GTDB,2088
1242,Phocaeicola plebeius_A,75,3186,7091,860705,100915,2,18,GTDB,3905
1243,Phocaeicola plebeius_A,80,3192,7249,860705,100915,2,18,GTDB,4057
1244,Phocaeicola plebeius_A,85,3193,7460,860705,100915,2,18,GTDB,4267
1245,Phocaeicola plebeius_A,90,3195,7784,860705,100915,2,18,GTDB,4589
1246,Phocaeicola plebeius_A,95,3197,8844,860705,100915,2,18,GTDB,5647
1247,Phocaeicola plebeius_A,99,3202,17463,860705,100915,2,18,GTDB,14261
1248,Cutibacterium acnes,75,2384,3870,319247,100056,2,302,GTDB,1486
1249,Cutibacterium acnes,80,2385,3933,319247,100056,2,302,GTDB,1548
1250,Cutibacterium acnes,85,2387,4032,319247,100056,2,302,GTDB,1645
1251,Cutibacterium acnes,90,2391,4266,319247,100056,2,302,GTDB,1875
1252,Cutibacterium acnes,95,2400,4937,319247,100056,2,302,GTDB,2537
1253,Cutibacterium acnes,99,2543,11376,319247,100056,2,302,GTDB,8833
1254,Anaeroglobus micronuciformis,75,1480,1752,219737,111387,2,2,GTDB,272
1255,Anaeroglobus micronuciformis,80,1482,1760,219737,111387,2,2,GTDB,278
1256,Anaeroglobus micronuciformis,85,1483,1760,219737,111387,2,2,GTDB,277
1257,Anaeroglobus micronuciformis,90,1485,1768,219737,111387,2,2,GTDB,283
1258,Anaeroglobus micronuciformis,95,1505,1867,219737,111387,2,2,GTDB,362
1259,Anaeroglobus micronuciformis,99,1987,2622,219737,111387,2,2,GTDB,635
1260,Prevotella sp013333285,75,1973,2217,448372,108493,2,3,GTDB,244
1261,Prevotella sp013333285,80,1973,2223,448372,108493,2,3,GTDB,250
1262,Prevotella sp013333285,85,1973,2239,448372,108493,2,3,GTDB,266
1263,Prevotella sp013333285,90,1974,2263,448372,108493,2,3,GTDB,289
1264,Prevotella sp013333285,95,1974,2438,448372,108493,2,3,GTDB,464
1265,Prevotella sp013333285,99,1974,5093,448372,108493,2,3,GTDB,3119
1266,Atopobium minutum,75,1322,1728,828813,103927,2,5,GTDB,406
1267,Atopobium minutum,80,1322,1745,828813,103927,2,5,GTDB,423
1268,Atopobium minutum,85,1322,1754,828813,103927,2,5,GTDB,432
1269,Atopobium minutum,90,1322,1773,828813,103927,2,5,GTDB,451
1270,Atopobium minutum,95,1322,1804,828813,103927,2,5,GTDB,482
1271,Atopobium minutum,99,1323,1851,828813,103927,2,5,GTDB,528
1272,Actinotignum timonense,75,1869,1826,633123,107533,2,3,VMGC,-43
1273,Actinotignum timonense,80,1876,1833,633123,107533,2,3,VMGC,-43
1274,Actinotignum timonense,85,1881,1839,633123,107533,2,3,VMGC,-42
1275,Actinotignum timonense,90,1890,1857,633123,107533,2,3,VMGC,-33
1276,Actinotignum timonense,95,1922,1916,633123,107533,2,3,VMGC,-6
1277,Actinotignum timonense,99,1980,2025,633123,107533,2,3,GTDB,45
1278,Varibaculum cambriense,75,1872,2076,880147,108092,2,3,GTDB,204
1279,Varibaculum cambriense,80,1882,2096,880147,108092,2,3,GTDB,214
1280,Varibaculum cambriense,85,1892,2121,880147,108092,2,3,GTDB,229
1281,Varibaculum cambriense,90,1916,2178,880147,108092,2,3,GTDB,262
1282,Varibaculum cambriense,95,1968,2299,880147,108092,2,3,GTDB,331
1283,Varibaculum cambriense,99,2204,2808,880147,108092,2,3,GTDB,604
1284,Winkia sp002849225,75,1972,2128,743486,103182,2,6,GTDB,156
1285,Winkia sp002849225,80,1979,2148,743486,103182,2,6,GTDB,169
1286,Winkia sp002849225,85,1985,2173,743486,103182,2,6,GTDB,188
1287,Winkia sp002849225,90,1991,2226,743486,103182,2,6,GTDB,235
1288,Winkia sp002849225,95,2008,2396,743486,103182,2,6,GTDB,388
1289,Winkia sp002849225,99,2058,3009,743486,103182,2,6,GTDB,951
1290,Brevibacterium sp001815905,75,1977,2325,477973,106935,2,3,GTDB,348
1291,Brevibacterium sp001815905,80,1983,2335,477973,106935,2,3,GTDB,352
1292,Brevibacterium sp001815905,85,1995,2352,477973,106935,2,3,GTDB,357
1293,Brevibacterium sp001815905,90,2021,2392,477973,106935,2,3,GTDB,371
1294,Brevibacterium sp001815905,95,2053,2497,477973,106935,2,3,GTDB,444
1295,Brevibacterium sp001815905,99,2171,3413,477973,106935,2,3,GTDB,1242
1296,Prevotella timonensis,75,2456,2897,315756,105331,5,4,GTDB,441
1297,Prevotella timonensis,80,2467,2948,315756,105331,5,4,GTDB,481
1298,Prevotella timonensis,85,2475,2984,315756,105331,5,4,GTDB,509
1299,Prevotella timonensis,90,2494,3040,315756,105331,5,4,GTDB,546
1300,Prevotella timonensis,95,2700,3230,315756,105331,5,4,GTDB,530
1301,Prevotella timonensis,99,5160,4738,315756,105331,5,4,VMGC,-422
