,species_name,cluster_level,VMGC_pangenome_size,GTDB_pangenome_size,VMGC_species_code,MIDAS_species_code,VMGC_num_genomes,MIDAS_num_genomes,larger_pangenome,pangenome_size_diff
0,Lactobacillus iners,75,5545,1854,240891,100505,1876,31,VMGC,-3691
1,Lactobacillus iners,80,5742,1871,240891,100505,1876,31,VMGC,-3871
2,Lactobacillus iners,85,6016,1910,240891,100505,1876,31,VMGC,-4106
3,Lactobacillus iners,90,6602,1966,240891,100505,1876,31,VMGC,-4636
4,Lactobacillus iners,95,8443,2146,240891,100505,1876,31,VMGC,-6297
5,Lactobacillus iners,99,28945,5767,240891,100505,1876,31,VMGC,-23178
6,Fannyhessea vaginae,75,4454,1372,619501,103895,786,5,VMGC,-3082
7,Fannyhessea vaginae,80,4719,1383,619501,103895,786,5,VMGC,-3336
8,Fannyhessea vaginae,85,5171,1393,619501,103895,786,5,VMGC,-3778
9,Fannyhessea vaginae,90,6256,1448,619501,103895,786,5,VMGC,-4808
10,Fannyhessea vaginae,95,11859,1830,619501,103895,786,5,VMGC,-10029
11,Fannyhessea vaginae,99,99104,3133,619501,103895,786,5,VMGC,-95971
12,Bifidobacterium vaginale,75,4287,2098,783244,100323,700,49,VMGC,-2189
13,Bifidobacterium vaginale,80,4630,2152,783244,100323,700,49,VMGC,-2478
14,Bifidobacterium vaginale,85,5296,2254,783244,100323,700,49,VMGC,-3042
15,Bifidobacterium vaginale,90,6618,2467,783244,100323,700,49,VMGC,-4151
16,Bifidobacterium vaginale,95,11086,3495,783244,100323,700,49,VMGC,-7591
17,Bifidobacterium vaginale,99,55339,11502,783244,100323,700,49,VMGC,-43837
18,Lactobacillus crispatus,75,8737,7249,988598,100122,856,128,VMGC,-1488
19,Lactobacillus crispatus,80,9071,7496,988598,100122,856,128,VMGC,-1575
20,Lactobacillus crispatus,85,9699,8011,988598,100122,856,128,VMGC,-1688
21,Lactobacillus crispatus,90,10704,8817,988598,100122,856,128,VMGC,-1887
22,Lactobacillus crispatus,95,13044,10684,988598,100122,856,128,VMGC,-2360
23,Lactobacillus crispatus,99,22984,18998,988598,100122,856,128,VMGC,-3986
24,Prevotella amnii,75,5180,2474,498055,103792,513,5,VMGC,-2706
25,Prevotella amnii,80,5407,2510,498055,103792,513,5,VMGC,-2897
26,Prevotella amnii,85,5694,2573,498055,103792,513,5,VMGC,-3121
27,Prevotella amnii,90,6248,2667,498055,103792,513,5,VMGC,-3581
28,Prevotella amnii,95,7533,2817,498055,103792,513,5,VMGC,-4716
29,Prevotella amnii,99,25498,4502,498055,103792,513,5,VMGC,-20996
30,Dialister sp001553355,75,5233,1341,667712,138050,483,1,VMGC,-3892
31,Dialister sp001553355,80,5469,1343,667712,138050,483,1,VMGC,-4126
32,Dialister sp001553355,85,5849,1343,667712,138050,483,1,VMGC,-4506
33,Dialister sp001553355,90,6662,1343,667712,138050,483,1,VMGC,-5319
34,Dialister sp001553355,95,9035,1344,667712,138050,483,1,VMGC,-7691
35,Dialister sp001553355,99,84028,1344,667712,138050,483,1,VMGC,-82684
36,Prevotella timonensis_A,75,12264,2874,941235,108095,417,3,VMGC,-9390
37,Prevotella timonensis_A,80,12839,2909,941235,108095,417,3,VMGC,-9930
38,Prevotella timonensis_A,85,13861,2993,941235,108095,417,3,VMGC,-10868
39,Prevotella timonensis_A,90,15916,3081,941235,108095,417,3,VMGC,-12835
40,Prevotella timonensis_A,95,23120,3366,941235,108095,417,3,VMGC,-19754
41,Prevotella timonensis_A,99,162848,6093,941235,108095,417,3,VMGC,-156755
42,Bifidobacterium vaginale_A,75,3668,1195,927036,115188,357,2,VMGC,-2473
43,Bifidobacterium vaginale_A,80,3906,1196,927036,115188,357,2,VMGC,-2710
44,Bifidobacterium vaginale_A,85,4370,1203,927036,115188,357,2,VMGC,-3167
45,Bifidobacterium vaginale_A,90,5076,1214,927036,115188,357,2,VMGC,-3862
46,Bifidobacterium vaginale_A,95,7095,1258,927036,115188,357,2,VMGC,-5837
47,Bifidobacterium vaginale_A,99,22298,1566,927036,115188,357,2,VMGC,-20732
48,Parvimonas sp001552895,75,4188,1415,921722,132856,334,1,VMGC,-2773
49,Parvimonas sp001552895,80,4299,1415,921722,132856,334,1,VMGC,-2884
50,Parvimonas sp001552895,85,4503,1415,921722,132856,334,1,VMGC,-3088
51,Parvimonas sp001552895,90,4892,1416,921722,132856,334,1,VMGC,-3476
52,Parvimonas sp001552895,95,6121,1418,921722,132856,334,1,VMGC,-4703
53,Parvimonas sp001552895,99,17283,1418,921722,132856,334,1,VMGC,-15865
54,Lactobacillus jensenii,75,2996,1977,571325,100515,327,29,VMGC,-1019
55,Lactobacillus jensenii,80,3074,2012,571325,100515,327,29,VMGC,-1062
56,Lactobacillus jensenii,85,3181,2048,571325,100515,327,29,VMGC,-1133
57,Lactobacillus jensenii,90,3353,2113,571325,100515,327,29,VMGC,-1240
58,Lactobacillus jensenii,95,3738,2295,571325,100515,327,29,VMGC,-1443
59,Lactobacillus jensenii,99,4820,2695,571325,100515,327,29,VMGC,-2125
60,Bifidobacterium vaginale_C,75,4163,1320,696853,105507,292,4,VMGC,-2843
61,Bifidobacterium vaginale_C,80,4529,1337,696853,105507,292,4,VMGC,-3192
62,Bifidobacterium vaginale_C,85,5218,1356,696853,105507,292,4,VMGC,-3862
63,Bifidobacterium vaginale_C,90,6547,1430,696853,105507,292,4,VMGC,-5117
64,Bifidobacterium vaginale_C,95,11003,1875,696853,105507,292,4,VMGC,-9128
65,Bifidobacterium vaginale_C,99,48154,3465,696853,105507,292,4,VMGC,-44689
66,Sneathia sanguinegens,75,3299,1360,581434,116436,292,2,VMGC,-1939
67,Sneathia sanguinegens,80,3405,1362,581434,116436,292,2,VMGC,-2043
68,Sneathia sanguinegens,85,3605,1370,581434,116436,292,2,VMGC,-2235
69,Sneathia sanguinegens,90,4011,1379,581434,116436,292,2,VMGC,-2632
70,Sneathia sanguinegens,95,5106,1397,581434,116436,292,2,VMGC,-3709
71,Sneathia sanguinegens,99,16308,1736,581434,116436,292,2,VMGC,-14572
72,Prevotella sp000758925,75,6093,2242,382359,125435,274,1,VMGC,-3851
73,Prevotella sp000758925,80,6237,2256,382359,125435,274,1,VMGC,-3981
74,Prevotella sp000758925,85,6454,2263,382359,125435,274,1,VMGC,-4191
75,Prevotella sp000758925,90,6817,2271,382359,125435,274,1,VMGC,-4546
76,Prevotella sp000758925,95,7954,2275,382359,125435,274,1,VMGC,-5679
77,Prevotella sp000758925,99,21736,2276,382359,125435,274,1,VMGC,-19460
78,Aerococcus christensenii,75,2555,1685,542621,105820,260,4,VMGC,-870
79,Aerococcus christensenii,80,2642,1701,542621,105820,260,4,VMGC,-941
80,Aerococcus christensenii,85,2738,1721,542621,105820,260,4,VMGC,-1017
81,Aerococcus christensenii,90,2933,1732,542621,105820,260,4,VMGC,-1201
82,Aerococcus christensenii,95,3451,1766,542621,105820,260,4,VMGC,-1685
83,Aerococcus christensenii,99,8274,2193,542621,105820,260,4,VMGC,-6081
84,Prevotella bivia,75,6150,2906,900875,102291,255,8,VMGC,-3244
85,Prevotella bivia,80,6363,2961,900875,102291,255,8,VMGC,-3402
86,Prevotella bivia,85,6759,3066,900875,102291,255,8,VMGC,-3693
87,Prevotella bivia,90,7343,3195,900875,102291,255,8,VMGC,-4148
88,Prevotella bivia,95,8566,3377,900875,102291,255,8,VMGC,-5189
89,Prevotella bivia,99,15797,4479,900875,102291,255,8,VMGC,-11318
90,Bifidobacterium vaginale_H,75,3263,1159,126681,138366,222,1,VMGC,-2104
91,Bifidobacterium vaginale_H,80,3575,1159,126681,138366,222,1,VMGC,-2416
92,Bifidobacterium vaginale_H,85,4092,1160,126681,138366,222,1,VMGC,-2932
93,Bifidobacterium vaginale_H,90,4959,1161,126681,138366,222,1,VMGC,-3798
94,Bifidobacterium vaginale_H,95,7240,1163,126681,138366,222,1,VMGC,-6077
95,Bifidobacterium vaginale_H,99,24480,1165,126681,138366,222,1,VMGC,-23315
96,Mobiluncus mulieris,75,4502,3044,916256,100791,188,20,VMGC,-1458
97,Mobiluncus mulieris,80,4647,3126,916256,100791,188,20,VMGC,-1521
98,Mobiluncus mulieris,85,4831,3214,916256,100791,188,20,VMGC,-1617
99,Mobiluncus mulieris,90,5166,3377,916256,100791,188,20,VMGC,-1789
100,Mobiluncus mulieris,95,6197,3797,916256,100791,188,20,VMGC,-2400
101,Mobiluncus mulieris,99,18672,8139,916256,100791,188,20,VMGC,-10533
102,Lactobacillus gasseri,75,4310,2956,611554,100460,202,33,VMGC,-1354
103,Lactobacillus gasseri,80,4427,3037,611554,100460,202,33,VMGC,-1390
104,Lactobacillus gasseri,85,4630,3167,611554,100460,202,33,VMGC,-1463
105,Lactobacillus gasseri,90,5083,3409,611554,100460,202,33,VMGC,-1674
106,Lactobacillus gasseri,95,6101,4154,611554,100460,202,33,VMGC,-1947
107,Lactobacillus gasseri,99,10189,6843,611554,100460,202,33,VMGC,-3346
108,Bifidobacterium vaginale_D,75,2853,1245,207192,106927,181,3,VMGC,-1608
109,Bifidobacterium vaginale_D,80,3114,1249,207192,106927,181,3,VMGC,-1865
110,Bifidobacterium vaginale_D,85,3468,1253,207192,106927,181,3,VMGC,-2215
111,Bifidobacterium vaginale_D,90,4059,1261,207192,106927,181,3,VMGC,-2798
112,Bifidobacterium vaginale_D,95,5478,1290,207192,106927,181,3,VMGC,-4188
113,Bifidobacterium vaginale_D,99,12356,1537,207192,106927,181,3,VMGC,-10819
114,Streptococcus agalactiae,75,4662,7498,861111,100024,178,1445,GTDB,2836
115,Streptococcus agalactiae,80,4770,7920,861111,100024,178,1445,GTDB,3150
116,Streptococcus agalactiae,85,4938,8687,861111,100024,178,1445,GTDB,3749
117,Streptococcus agalactiae,90,5191,10049,861111,100024,178,1445,GTDB,4858
118,Streptococcus agalactiae,95,5785,13420,861111,100024,178,1445,GTDB,7635
119,Streptococcus agalactiae,99,8335,25150,861111,100024,178,1445,GTDB,16815
120,Peptoniphilus_A lacrimalis,75,4105,1946,879245,105389,151,4,VMGC,-2159
121,Peptoniphilus_A lacrimalis,80,4175,1955,879245,105389,151,4,VMGC,-2220
122,Peptoniphilus_A lacrimalis,85,4289,1970,879245,105389,151,4,VMGC,-2319
123,Peptoniphilus_A lacrimalis,90,4596,2004,879245,105389,151,4,VMGC,-2592
124,Peptoniphilus_A lacrimalis,95,5556,2083,879245,105389,151,4,VMGC,-3473
125,Peptoniphilus_A lacrimalis,99,19933,3464,879245,105389,151,4,VMGC,-16469
126,Lactobacillus mulieris,75,3415,1931,499721,100881,206,18,VMGC,-1484
127,Lactobacillus mulieris,80,3479,1954,499721,100881,206,18,VMGC,-1525
128,Lactobacillus mulieris,85,3578,1983,499721,100881,206,18,VMGC,-1595
129,Lactobacillus mulieris,90,3792,2033,499721,100881,206,18,VMGC,-1759
130,Lactobacillus mulieris,95,4320,2191,499721,100881,206,18,VMGC,-2129
131,Lactobacillus mulieris,99,7482,3283,499721,100881,206,18,VMGC,-4199
132,Bifidobacterium vaginale_F,75,2927,1175,781098,147723,129,1,VMGC,-1752
133,Bifidobacterium vaginale_F,80,3140,1177,781098,147723,129,1,VMGC,-1963
134,Bifidobacterium vaginale_F,85,3497,1178,781098,147723,129,1,VMGC,-2319
135,Bifidobacterium vaginale_F,90,4168,1178,781098,147723,129,1,VMGC,-2990
136,Bifidobacterium vaginale_F,95,6189,1182,781098,147723,129,1,VMGC,-5007
137,Bifidobacterium vaginale_F,99,23273,1184,781098,147723,129,1,VMGC,-22089
138,Metamycoplasma hominis,75,919,1174,524101,100418,121,37,GTDB,255
139,Metamycoplasma hominis,80,954,1210,524101,100418,121,37,GTDB,256
140,Metamycoplasma hominis,85,1005,1259,524101,100418,121,37,GTDB,254
141,Metamycoplasma hominis,90,1110,1363,524101,100418,121,37,GTDB,253
142,Metamycoplasma hominis,95,1494,1753,524101,100418,121,37,GTDB,259
143,Metamycoplasma hominis,99,12185,9267,524101,100418,121,37,VMGC,-2918
144,Gemella asaccharolytica,75,2317,1099,697687,134763,120,1,VMGC,-1218
145,Gemella asaccharolytica,80,2380,1099,697687,134763,120,1,VMGC,-1281
146,Gemella asaccharolytica,85,2486,1100,697687,134763,120,1,VMGC,-1386
147,Gemella asaccharolytica,90,2687,1102,697687,134763,120,1,VMGC,-1585
148,Gemella asaccharolytica,95,3413,1102,697687,134763,120,1,VMGC,-2311
149,Gemella asaccharolytica,99,13201,1102,697687,134763,120,1,VMGC,-12099
150,Prevotella disiens,75,5170,3016,332460,102653,108,7,VMGC,-2154
151,Prevotella disiens,80,5315,3081,332460,102653,108,7,VMGC,-2234
152,Prevotella disiens,85,5538,3182,332460,102653,108,7,VMGC,-2356
153,Prevotella disiens,90,5872,3321,332460,102653,108,7,VMGC,-2551
154,Prevotella disiens,95,6551,3617,332460,102653,108,7,VMGC,-2934
155,Prevotella disiens,99,14109,5225,332460,102653,108,7,VMGC,-8884
156,Anaerococcus tetradius,75,3706,2021,204857,114891,92,2,VMGC,-1685
157,Anaerococcus tetradius,80,3744,2025,204857,114891,92,2,VMGC,-1719
158,Anaerococcus tetradius,85,3826,2038,204857,114891,92,2,VMGC,-1788
159,Anaerococcus tetradius,90,4110,2064,204857,114891,92,2,VMGC,-2046
160,Anaerococcus tetradius,95,5290,2110,204857,114891,92,2,VMGC,-3180
161,Anaerococcus tetradius,99,14692,2645,204857,114891,92,2,VMGC,-12047
162,Peptostreptococcus anaerobius,75,3552,2390,536396,102218,95,8,VMGC,-1162
163,Peptostreptococcus anaerobius,80,3605,2400,536396,102218,95,8,VMGC,-1205
164,Peptostreptococcus anaerobius,85,3702,2420,536396,102218,95,8,VMGC,-1282
165,Peptostreptococcus anaerobius,90,3897,2448,536396,102218,95,8,VMGC,-1449
166,Peptostreptococcus anaerobius,95,4254,2535,536396,102218,95,8,VMGC,-1719
167,Peptostreptococcus anaerobius,99,7833,3267,536396,102218,95,8,VMGC,-4566
168,Peptoniphilus_A vaginalis,75,4093,1772,309208,109204,111,2,VMGC,-2321
169,Peptoniphilus_A vaginalis,80,4176,1781,309208,109204,111,2,VMGC,-2395
170,Peptoniphilus_A vaginalis,85,4329,1788,309208,109204,111,2,VMGC,-2541
171,Peptoniphilus_A vaginalis,90,4791,1810,309208,109204,111,2,VMGC,-2981
172,Peptoniphilus_A vaginalis,95,6761,1928,309208,109204,111,2,VMGC,-4833
173,Peptoniphilus_A vaginalis,99,22953,2863,309208,109204,111,2,VMGC,-20090
174,Porphyromonas uenonis_A,75,3659,1668,474121,127885,83,1,VMGC,-1991
175,Porphyromonas uenonis_A,80,3794,1672,474121,127885,83,1,VMGC,-2122
176,Porphyromonas uenonis_A,85,4029,1678,474121,127885,83,1,VMGC,-2351
177,Porphyromonas uenonis_A,90,4397,1689,474121,127885,83,1,VMGC,-2708
178,Porphyromonas uenonis_A,95,6112,1700,474121,127885,83,1,VMGC,-4412
179,Porphyromonas uenonis_A,99,32937,1716,474121,127885,83,1,VMGC,-31221
180,Bifidobacterium breve,75,5550,5775,897926,100137,82,113,GTDB,225
181,Bifidobacterium breve,80,5705,5972,897926,100137,82,113,GTDB,267
182,Bifidobacterium breve,85,5889,6282,897926,100137,82,113,GTDB,393
183,Bifidobacterium breve,90,6197,6748,897926,100137,82,113,GTDB,551
184,Bifidobacterium breve,95,6911,7835,897926,100137,82,113,GTDB,924
185,Bifidobacterium breve,99,14853,18614,897926,100137,82,113,GTDB,3761
186,Mobiluncus curtisii,75,3291,2411,462889,101035,75,16,VMGC,-880
187,Mobiluncus curtisii,80,3346,2440,462889,101035,75,16,VMGC,-906
188,Mobiluncus curtisii,85,3464,2493,462889,101035,75,16,VMGC,-971
189,Mobiluncus curtisii,90,3754,2630,462889,101035,75,16,VMGC,-1124
190,Mobiluncus curtisii,95,4598,3020,462889,101035,75,16,VMGC,-1578
191,Mobiluncus curtisii,99,11137,6534,462889,101035,75,16,VMGC,-4603
192,Streptococcus anginosus,75,3606,5283,899308,100248,62,65,GTDB,1677
193,Streptococcus anginosus,80,3685,5459,899308,100248,62,65,GTDB,1774
194,Streptococcus anginosus,85,3777,5800,899308,100248,62,65,GTDB,2023
195,Streptococcus anginosus,90,3881,6531,899308,100248,62,65,GTDB,2650
196,Streptococcus anginosus,95,4113,9377,899308,100248,62,65,GTDB,5264
197,Streptococcus anginosus,99,4892,20044,899308,100248,62,65,GTDB,15152
198,Neisseria gonorrhoeae,75,2290,3495,553981,100035,59,722,GTDB,1205
199,Neisseria gonorrhoeae,80,2330,3568,553981,100035,59,722,GTDB,1238
200,Neisseria gonorrhoeae,85,2413,3731,553981,100035,59,722,GTDB,1318
201,Neisseria gonorrhoeae,90,2674,4362,553981,100035,59,722,GTDB,1688
202,Neisseria gonorrhoeae,95,3198,6008,553981,100035,59,722,GTDB,2810
203,Neisseria gonorrhoeae,99,5586,12259,553981,100035,59,722,GTDB,6673
204,Enterococcus faecalis,75,5959,18463,129724,100020,76,1627,GTDB,12504
205,Enterococcus faecalis,80,6079,19168,129724,100020,76,1627,GTDB,13089
206,Enterococcus faecalis,85,6215,20277,129724,100020,76,1627,GTDB,14062
207,Enterococcus faecalis,90,6426,22383,129724,100020,76,1627,GTDB,15957
208,Enterococcus faecalis,95,6869,27792,129724,100020,76,1627,GTDB,20923
209,Enterococcus faecalis,99,15063,72347,129724,100020,76,1627,GTDB,57284
210,Prevotella sp000479005,75,4818,2587,502327,107186,66,3,VMGC,-2231
211,Prevotella sp000479005,80,4930,2600,502327,107186,66,3,VMGC,-2330
212,Prevotella sp000479005,85,5095,2618,502327,107186,66,3,VMGC,-2477
213,Prevotella sp000479005,90,5506,2660,502327,107186,66,3,VMGC,-2846
214,Prevotella sp000479005,95,9171,3117,502327,107186,66,3,VMGC,-6054
215,Prevotella sp000479005,99,30770,4478,502327,107186,66,3,VMGC,-26292
216,Stomatobaculum sp002892395,75,3512,1868,448856,118753,56,1,VMGC,-1644
217,Stomatobaculum sp002892395,80,3563,1869,448856,118753,56,1,VMGC,-1694
218,Stomatobaculum sp002892395,85,3642,1869,448856,118753,56,1,VMGC,-1773
219,Stomatobaculum sp002892395,90,3759,1870,448856,118753,56,1,VMGC,-1889
220,Stomatobaculum sp002892395,95,4090,1870,448856,118753,56,1,VMGC,-2220
221,Stomatobaculum sp002892395,99,8739,1874,448856,118753,56,1,VMGC,-6865
222,Chlamydia trachomatis,75,925,1498,674974,100103,51,173,GTDB,573
223,Chlamydia trachomatis,80,925,1514,674974,100103,51,173,GTDB,589
224,Chlamydia trachomatis,85,928,1537,674974,100103,51,173,GTDB,609
225,Chlamydia trachomatis,90,939,1561,674974,100103,51,173,GTDB,622
226,Chlamydia trachomatis,95,973,1633,674974,100103,51,173,GTDB,660
227,Chlamydia trachomatis,99,1187,2179,674974,100103,51,173,GTDB,992
228,Lactobacillus paragasseri,75,3372,3175,223646,100533,81,29,VMGC,-197
229,Lactobacillus paragasseri,80,3446,3268,223646,100533,81,29,VMGC,-178
230,Lactobacillus paragasseri,85,3608,3408,223646,100533,81,29,VMGC,-200
231,Lactobacillus paragasseri,90,3906,3683,223646,100533,81,29,VMGC,-223
232,Lactobacillus paragasseri,95,4703,4379,223646,100533,81,29,VMGC,-324
233,Lactobacillus paragasseri,99,8705,7408,223646,100533,81,29,VMGC,-1297
234,Arcanobacterium_A sp000758825,75,2159,1251,738524,142489,53,1,VMGC,-908
235,Arcanobacterium_A sp000758825,80,2178,1253,738524,142489,53,1,VMGC,-925
236,Arcanobacterium_A sp000758825,85,2190,1253,738524,142489,53,1,VMGC,-937
237,Arcanobacterium_A sp000758825,90,2233,1254,738524,142489,53,1,VMGC,-979
238,Arcanobacterium_A sp000758825,95,2364,1254,738524,142489,53,1,VMGC,-1110
239,Arcanobacterium_A sp000758825,99,4674,1254,738524,142489,53,1,VMGC,-3420
240,Prevotella colorans,75,3741,2264,845738,140399,44,1,VMGC,-1477
241,Prevotella colorans,80,3787,2273,845738,140399,44,1,VMGC,-1514
242,Prevotella colorans,85,3830,2292,845738,140399,44,1,VMGC,-1538
243,Prevotella colorans,90,3936,2312,845738,140399,44,1,VMGC,-1624
244,Prevotella colorans,95,4233,2329,845738,140399,44,1,VMGC,-1904
245,Prevotella colorans,99,13918,2334,845738,140399,44,1,VMGC,-11584
246,Porphyromonas sp001552775,75,2382,1397,625126,140985,40,1,VMGC,-985
247,Porphyromonas sp001552775,80,2440,1398,625126,140985,40,1,VMGC,-1042
248,Porphyromonas sp001552775,85,2523,1401,625126,140985,40,1,VMGC,-1122
249,Porphyromonas sp001552775,90,2640,1408,625126,140985,40,1,VMGC,-1232
250,Porphyromonas sp001552775,95,2966,1410,625126,140985,40,1,VMGC,-1556
251,Porphyromonas sp001552775,99,8601,1411,625126,140985,40,1,VMGC,-7190
252,Prevotella melaninogenica,75,4109,3540,681331,102913,39,6,VMGC,-569
253,Prevotella melaninogenica,80,4176,3607,681331,102913,39,6,VMGC,-569
254,Prevotella melaninogenica,85,4278,3720,681331,102913,39,6,VMGC,-558
255,Prevotella melaninogenica,90,4414,3904,681331,102913,39,6,VMGC,-510
256,Prevotella melaninogenica,95,4640,4596,681331,102913,39,6,VMGC,-44
257,Prevotella melaninogenica,99,6871,8818,681331,102913,39,6,GTDB,1947
258,Escherichia coli,75,10932,36449,166172,100009,55,4370,GTDB,25517
259,Escherichia coli,80,11175,39167,166172,100009,55,4370,GTDB,27992
260,Escherichia coli,85,11543,43748,166172,100009,55,4370,GTDB,32205
261,Escherichia coli,90,12118,52175,166172,100009,55,4370,GTDB,40057
262,Escherichia coli,95,14232,74201,166172,100009,55,4370,GTDB,59969
263,Escherichia coli,99,41963,224884,166172,100009,55,4370,GTDB,182921
264,Finegoldia magna_H,75,3016,2899,542611,101274,36,13,VMGC,-117
265,Finegoldia magna_H,80,3051,2918,542611,101274,36,13,VMGC,-133
266,Finegoldia magna_H,85,3141,2978,542611,101274,36,13,VMGC,-163
267,Finegoldia magna_H,90,3311,3114,542611,101274,36,13,VMGC,-197
268,Finegoldia magna_H,95,4353,3918,542611,101274,36,13,VMGC,-435
269,Finegoldia magna_H,99,18481,11226,542611,101274,36,13,VMGC,-7255
270,UBA629 sp005465875,75,1884,1609,652998,102144,36,8,VMGC,-275
271,UBA629 sp005465875,80,1902,1625,652998,102144,36,8,VMGC,-277
272,UBA629 sp005465875,85,1925,1646,652998,102144,36,8,VMGC,-279
273,UBA629 sp005465875,90,1954,1685,652998,102144,36,8,VMGC,-269
274,UBA629 sp005465875,95,2041,1777,652998,102144,36,8,VMGC,-264
275,UBA629 sp005465875,99,3912,2951,652998,102144,36,8,VMGC,-961
276,Bifidobacterium vaginale_B,75,1874,1105,998576,122148,48,1,VMGC,-769
277,Bifidobacterium vaginale_B,80,1962,1105,998576,122148,48,1,VMGC,-857
278,Bifidobacterium vaginale_B,85,2076,1105,998576,122148,48,1,VMGC,-971
279,Bifidobacterium vaginale_B,90,2356,1105,998576,122148,48,1,VMGC,-1251
280,Bifidobacterium vaginale_B,95,3334,1106,998576,122148,48,1,VMGC,-2228
281,Bifidobacterium vaginale_B,99,11089,1107,998576,122148,48,1,VMGC,-9982
282,Peptoniphilus_A harei_A,75,3984,2279,403858,108177,53,3,VMGC,-1705
283,Peptoniphilus_A harei_A,80,4026,2290,403858,108177,53,3,VMGC,-1736
284,Peptoniphilus_A harei_A,85,4118,2312,403858,108177,53,3,VMGC,-1806
285,Peptoniphilus_A harei_A,90,4429,2357,403858,108177,53,3,VMGC,-2072
286,Peptoniphilus_A harei_A,95,6367,2648,403858,108177,53,3,VMGC,-3719
287,Peptoniphilus_A harei_A,99,29673,4694,403858,108177,53,3,VMGC,-24979
288,Ureaplasma parvum,75,692,1018,952860,101276,31,13,GTDB,326
289,Ureaplasma parvum,80,696,1025,952860,101276,31,13,GTDB,329
290,Ureaplasma parvum,85,699,1030,952860,101276,31,13,GTDB,331
291,Ureaplasma parvum,90,718,1044,952860,101276,31,13,GTDB,326
292,Ureaplasma parvum,95,750,1077,952860,101276,31,13,GTDB,327
293,Ureaplasma parvum,99,982,1303,952860,101276,31,13,GTDB,321
294,Veillonella montpellierensis,75,2853,1751,674615,110159,39,2,VMGC,-1102
295,Veillonella montpellierensis,80,2902,1752,674615,110159,39,2,VMGC,-1150
296,Veillonella montpellierensis,85,2979,1757,674615,110159,39,2,VMGC,-1222
297,Veillonella montpellierensis,90,3149,1772,674615,110159,39,2,VMGC,-1377
298,Veillonella montpellierensis,95,3756,1809,674615,110159,39,2,VMGC,-1947
299,Veillonella montpellierensis,99,12344,2478,674615,110159,39,2,VMGC,-9866
300,Limosilactobacillus vaginalis,75,2633,2231,158849,104038,28,5,VMGC,-402
301,Limosilactobacillus vaginalis,80,2684,2248,158849,104038,28,5,VMGC,-436
302,Limosilactobacillus vaginalis,85,2755,2282,158849,104038,28,5,VMGC,-473
303,Limosilactobacillus vaginalis,90,2885,2308,158849,104038,28,5,VMGC,-577
304,Limosilactobacillus vaginalis,95,3177,2412,158849,104038,28,5,VMGC,-765
305,Limosilactobacillus vaginalis,99,3835,2728,158849,104038,28,5,VMGC,-1107
306,Bifidobacterium sp003585735,75,1742,1096,705861,129729,24,1,VMGC,-646
307,Bifidobacterium sp003585735,80,1804,1097,705861,129729,24,1,VMGC,-707
308,Bifidobacterium sp003585735,85,1908,1097,705861,129729,24,1,VMGC,-811
309,Bifidobacterium sp003585735,90,2147,1098,705861,129729,24,1,VMGC,-1049
310,Bifidobacterium sp003585735,95,3025,1098,705861,129729,24,1,VMGC,-1927
311,Bifidobacterium sp003585735,99,8082,1098,705861,129729,24,1,VMGC,-6984
312,Staphylococcus epidermidis,75,3153,8012,679715,100032,23,872,GTDB,4859
313,Staphylococcus epidermidis,80,3210,8303,679715,100032,23,872,GTDB,5093
314,Staphylococcus epidermidis,85,3282,8885,679715,100032,23,872,GTDB,5603
315,Staphylococcus epidermidis,90,3381,10081,679715,100032,23,872,GTDB,6700
316,Staphylococcus epidermidis,95,3580,13334,679715,100032,23,872,GTDB,9754
317,Staphylococcus epidermidis,99,7436,30842,679715,100032,23,872,GTDB,23406
318,KA00274 sp902373515,75,1694,1212,608480,126123,30,1,VMGC,-482
319,KA00274 sp902373515,80,1705,1212,608480,126123,30,1,VMGC,-493
320,KA00274 sp902373515,85,1733,1213,608480,126123,30,1,VMGC,-520
321,KA00274 sp902373515,90,1788,1213,608480,126123,30,1,VMGC,-575
322,KA00274 sp902373515,95,2010,1213,608480,126123,30,1,VMGC,-797
323,KA00274 sp902373515,99,5370,1213,608480,126123,30,1,VMGC,-4157
324,Peptoniphilus_C coxii,75,2420,1656,892290,119719,22,1,VMGC,-764
325,Peptoniphilus_C coxii,80,2442,1657,892290,119719,22,1,VMGC,-785
326,Peptoniphilus_C coxii,85,2489,1659,892290,119719,22,1,VMGC,-830
327,Peptoniphilus_C coxii,90,2596,1661,892290,119719,22,1,VMGC,-935
328,Peptoniphilus_C coxii,95,2979,1662,892290,119719,22,1,VMGC,-1317
329,Peptoniphilus_C coxii,99,10158,1662,892290,119719,22,1,VMGC,-8496
330,Corynebacterium amycolatum_A,75,3901,3595,235527,100381,22,40,VMGC,-306
331,Corynebacterium amycolatum_A,80,3961,3663,235527,100381,22,40,VMGC,-298
332,Corynebacterium amycolatum_A,85,4050,3766,235527,100381,22,40,VMGC,-284
333,Corynebacterium amycolatum_A,90,4314,4120,235527,100381,22,40,VMGC,-194
334,Corynebacterium amycolatum_A,95,6031,6207,235527,100381,22,40,GTDB,176
335,Corynebacterium amycolatum_A,99,17905,21659,235527,100381,22,40,GTDB,3754
336,Bifidobacterium longum,75,4605,8613,592117,100053,23,322,GTDB,4008
337,Bifidobacterium longum,80,4699,9102,592117,100053,23,322,GTDB,4403
