"sample_name","GCF_027157565.1_02352","MG1174.sbin.7_00197","GCF_004361515.1_01384","GCF_019278055.1_00650","ERR10897926.sbin.2_00559","ERR10897720.sbin.1_00160","SRR12018792.sbin.1_01120","ERR10897595.sbin.1_00239","ERR10897690.sbin.1_01060","SRR13167502.sbin.1_02052","ERR10897603.sbin.1_01548","MG1067.sbin.2_00028","ERR10897836.sbin.4_00681","ERR10897587.sbin.1_00023","MG334.mbin.2_00182","GCF_001541505.1_00769","ERR10897723.sbin.1_00197","ERR10897595.sbin.1_00240","ERR2244528.sbin.1_01790","ERR10897603.sbin.1_01530","ERR4705234.mbin.1_00090","ERR10897901.sbin.1_00464","MG1327.mbin.19_00691","SRR6748176.mbin.2_00702","MG990.sbin.2_00460","ERR10898011.sbin.1_01760","GCF_008868575.1_01177","GCF_001541535.1_01343","ERR10897589.mbin.1_00618","ERR10898281.mbin.3_00514","ERR10897583.sbin.2_00863","GCF_008079315.1_00069","ERR10897572.mbin.3_00035","ERR10897582.sbin.1_01214","ERR10897603.sbin.1_01549","SRR12018779.sbin.1_00294","ERR10897583.sbin.2_00629","GCF_027160285.1_01939","ERR10897582.sbin.1_01938","ERR10897603.sbin.1_01496","ERR10897572.mbin.3_00338","SRR16916845.mbin.12_00668","ERR10897595.sbin.1_00657","MG1121.mbin.14_01211","ERR2244528.sbin.1_01151","SRR10258564.sbin.2_00620","ERR10897887.sbin.1_01042","GCF_000301115.1_01807","ERR10897595.sbin.1_00231","SRR12018805.sbin.1_00843","ERR10897582.sbin.1_01941","GCF_027153505.1_01823","ERR10897598.mbin.1_00535","ERR10897595.sbin.1_00650","ERR10898148.sbin.1_01039","GCF_021278925.1_01332","ERR10897587.sbin.1_01176","MG865.sbin.4_00076","ERR10897708.sbin.2_00574","SRR17635606.sbin.2_00541","ERR10897906.sbin.3_00186","P10708893.mbin.5_01018","ERR10897712.mbin.5_00014","MG374.sbin.2_00560","ERR10897598.mbin.1_00533","GCF_000466885.3_00730","SRR21425790.sbin.2_00293","ERR10897603.sbin.1_01547","ERR10897690.sbin.1_00882","GCF_001546025.1_01392","ERR10897583.sbin.2_00283","ERR10897763.sbin.2_00812","GCF_000301115.1_01552","ERR10897598.mbin.1_00532","ERR10897712.mbin.5_00012","ERR10897794.sbin.1_00995","ERR4421622.sbin.2_01254","ERR10897599.sbin.5_01993","ERR10897582.sbin.1_01071","ERR10897587.sbin.1_01679","ERR10897779.mbin.3_00888","ERR10897779.mbin.3_00881","ERR10897582.sbin.1_01943","ERR10897599.sbin.5_00480","SRR13694834.sbin.3_00009","ERR10897572.mbin.3_00037","MG1120.sbin.6_00212","ERR10897717.sbin.2_00456","GCF_027160285.1_00351","ERR10898274.sbin.6_01988","GCF_004361515.1_01598","ERR10897572.mbin.3_00441","ERR10897880.mbin.2_00516","SRR13167627.mbin.2_00545","ERR10897583.sbin.2_00825","ERR10897595.sbin.1_01415","ERR10897653.mbin.1_00068","GCF_016162145.1_01069","ERR10897582.sbin.1_01926","ERR10897583.sbin.2_00284","GCF_004361455.1_02009","ERR10897595.sbin.1_00235","MG343.sbin.11_00202","SRR16916879.sbin.7_00637","GCF_027153255.1_02151","ERR10897603.sbin.1_01546","ERR10897594.sbin.1_00456","ERR10897595.sbin.1_00648","ERR4421599.sbin.2_01231","GCF_004361465.1_01968","MG1051.mbin.2_00353","ERR10897595.sbin.1_01417","SRR21425827.sbin.1_00447","ERR10897582.sbin.1_01744","GCF_001541585.1_01172","ERR10897582.sbin.1_01935","GCF_000165885.1_00762","ERR10897594.sbin.1_00612","GCF_004361395.1_01708","ERR10897595.sbin.1_00631","ERR10897582.sbin.1_01942","ERR10897595.sbin.1_00591","GCF_021278925.1_01503","ERR10897582.sbin.1_01934","GCF_000301115.1_01434","ERR10897749.sbin.6_01434","ERR10897572.mbin.3_00034","ERR10897582.sbin.1_00701","ERR10897857.sbin.2_01610","GCF_008868575.1_02122","ERR10897587.sbin.1_00026","ERR10897595.sbin.1_00654","ERR10897587.sbin.1_00029","ERR10897779.mbin.3_00294","ERR10897587.sbin.1_01455","MG862.sbin.3_00492","GCF_021278925.1_02084","ERR10897979.sbin.2_00762","ERR10897909.sbin.1_00723","GCF_014654865.1_01418","ERR10897582.sbin.1_01225","ERR4421622.sbin.2_01193","SRR17635712.mbin.7_01059","SRR13900359.sbin.2_01010","ERR10897582.sbin.1_01147","ERR10897779.mbin.3_01107","GCF_004361635.1_01255","ERR10897670.sbin.3_01543","GCF_001541515.1_00999","ERR10897574.mbin.1_00831","GCF_008868575.1_01217","ERR10897583.sbin.2_00277","ERR10897599.sbin.5_01655","SRR13694824.sbin.2_00469","ERR10898151.sbin.2_00686","GCF_001541385.1_02148","GCF_019537355.1_01685","MG624.mbin.1_00230","ERR10897603.sbin.1_00815","ERR10897583.sbin.2_00461","ERR10898042.sbin.1_00025","ERR10897574.mbin.1_00842","ERR10897582.sbin.1_01162","SRR13167639.mbin.6_00035","ERR10898011.sbin.1_01232","MG1124.sbin.1_00148","ERR10897582.sbin.1_00500","ERR10897595.sbin.1_00651","ERR10897582.sbin.1_01148","ERR10897582.sbin.1_01585","ERR10897901.sbin.1_01122","ERR10897595.sbin.1_00642","ERR10897603.sbin.1_01482","SRR21425788.sbin.1_01042","ERR10897595.sbin.1_00233","GCF_001541405.1_00646","ERR10897582.sbin.1_00709","ERR10897877.sbin.1_00819","ERR10897595.sbin.1_00600","ERR10897690.sbin.1_00884","GCF_027152805.1_01225","GCF_001546015.1_02099","ERR10897582.sbin.1_00034","ERR10897572.mbin.3_00339","ERR10897574.mbin.1_00051","ERR10897779.mbin.3_00887","ERR10897594.sbin.1_00465","ERR10897795.mbin.1_00058","GCF_004103355.1_01494","ERR10897582.sbin.1_00123","ERR10897595.sbin.1_00659","GCF_001541585.1_01934","GCF_027160325.1_01790","ERR10897582.sbin.1_01948","ERR10898008.sbin.1_00097","ERR10897582.sbin.1_01811","ERR10897582.sbin.1_01939","ERR10897595.sbin.1_00658","SRR17284170.sbin.1_01017","ERR10897595.sbin.1_00234","GCF_015708065.1_01755","ERR10897595.sbin.1_00655","ERR10897582.sbin.1_00781","ERR10898042.sbin.1_00023","GCF_001541585.1_00255","ERR10897587.sbin.1_01177","ERR10897670.sbin.3_01544","GCF_008079315.1_01878","ERR10897582.sbin.1_01145","ERR10897582.sbin.1_00789","ERR10897583.sbin.2_00272","ERR10897595.sbin.1_00598","ERR10898042.sbin.1_00024","ERR10897599.sbin.5_01780","ERR10897583.sbin.2_00280","ERR10897595.sbin.1_00593","ERR10897595.sbin.1_00653","ERR10898034.sbin.1_00637","ERR4421622.sbin.2_00303","ERR10897582.sbin.1_01159","GCF_027153785.1_01630","ERR10897583.sbin.2_00738","GCF_008079315.1_01258","GCF_009730275.1_01486","ERR10897572.mbin.3_00032","ERR10897595.sbin.1_00237","ERR10897574.mbin.1_00830","ERR10897583.sbin.2_00826","GCF_016162065.1_00836","ERR10898148.sbin.1_01611","SAMN00083406.sbin.4_01397","ERR10897595.sbin.1_00649","GCF_004103355.1_02385","GCF_011029265.1_02272","ERR10897572.mbin.3_00907","ERR10897582.sbin.1_00788","ERR10897595.sbin.1_00225","ERR10897696.sbin.1_01201","SRR16916877.mbin.34_01118","ERR10897587.sbin.1_00289","ERR10897707.sbin.1_01012","ERR10897572.mbin.3_00033","ERR10897582.sbin.1_00974","MG1173.sbin.4_02110","ERR10897603.sbin.1_01354","ERR3500872.mbin.1_00529","ERR10897595.sbin.1_00644","ERR10897690.sbin.1_00883","ERR10898148.sbin.1_01292","ERR10897582.sbin.1_01220","ERR2244528.sbin.1_01489","ERR10897582.sbin.1_00580","ERR10897595.sbin.1_00224","ERR10897582.sbin.1_01070","ERR10897582.sbin.1_00533","ERR10897582.sbin.1_00767","ERR10897594.sbin.1_00613","GCF_000165885.1_01737","ERR10897582.sbin.1_00780","ERR4421563.sbin.2_00410","ERR10897582.sbin.1_00497","MG1010.mbin.3_01939","MG1003.sbin.1_01227","ERR10897582.sbin.1_01897","ERR2244528.sbin.1_00569","SRR12018868.sbin.1_01388","ERR10897582.sbin.1_01223","GCF_003795065.1_02004","ERR10898156.sbin.1_01302","SRR12018845.sbin.1_00995","ERR10897572.mbin.3_00039","ERR10897707.sbin.1_00190","ERR10897595.sbin.1_00236","ERR10897603.sbin.1_00366","ERR10897583.sbin.2_00273","GCF_019278055.1_01539","MG1237.mbin.3_00191","ERR10897582.sbin.1_01944","ERR10897583.sbin.2_00828","ERR10897595.sbin.1_00597","ERR10897696.sbin.1_01019","ERR10898151.sbin.2_00729","SRR12018772.sbin.1_00299","ERR10897583.sbin.2_00832","ERR10897736.sbin.1_00233","ERR10897587.sbin.1_01029","ERR10897595.sbin.1_00226","ERR10897595.sbin.1_00238","ERR10898042.sbin.1_00819","ERR3500835.sbin.1_00348","SRR6748173.sbin.1_00493","ERR10897664.sbin.2_00093","ERR10897779.mbin.3_00397","GCF_019278055.1_01675","ERR10897583.sbin.2_00269","ERR10897583.sbin.2_00274","SRR12018805.sbin.1_01615","ERR10897582.sbin.1_00164","ERR10897582.sbin.1_01217","GCF_003795065.1_01023","ERR10898069.sbin.2_01217","ERR10898284.sbin.1_00961","GCF_001546025.1_02212","GCF_001541535.1_01035","GCF_000301115.1_01129","MG1250.sbin.2_00250","ERR10897583.sbin.2_00465","ERR10898060.sbin.1_00738","MG1250.sbin.2_00246","ERR10897757.sbin.2_01017","ERR10897599.sbin.5_01819","MG1378.sbin.1_00114","ERR10898141.sbin.1_01303","MG1120.sbin.6_00026","ERR10897582.sbin.1_01910","ERR10897943.sbin.1_01111","ERR10897660.sbin.1_00937","MG53.mbin.4_00712","ERR10898274.sbin.6_01965","ERR10897582.sbin.1_00392","ERR10897603.sbin.1_01671","ERR10897887.sbin.1_00994","ERR10898033.sbin.2_00717","ERR10897690.sbin.1_01085","ERR10897582.sbin.1_01254","ERR10897574.mbin.1_00039","ERR10898219.sbin.1_01889","ERR10897992.sbin.1_01720","ERR10898286.sbin.1_00800","ERR10897572.mbin.3_00611","ERR10897583.sbin.2_00190","ERR10897583.sbin.2_00002","MG1051.mbin.2_00426","MG1120.sbin.6_00082","ERR10897583.sbin.2_01142","ERR10897679.sbin.1_01273","SRR21425829.sbin.1_00119","ERR10898163.sbin.1_01069","GCF_000162255.1_00119","GCF_004361475.1_02177","ERR10897572.mbin.3_00656","ERR10897595.sbin.1_01204","MG952.sbin.1_01412","ERR10897708.sbin.2_00503","ERR10897595.sbin.1_01214","ERR10897660.sbin.1_00935","ERR10897749.sbin.6_01522","ERR10897723.sbin.1_01069","ERR10897708.sbin.2_01753","ERR10897992.sbin.1_00433","SRR12018805.sbin.1_01636","SRR12018938.sbin.1_00412","GCF_008868575.1_00619","GCF_027157565.1_01087","ERR10897574.mbin.1_00572","ERR10897582.sbin.1_00823","ERR10897621.sbin.3_00718","ERR10897582.sbin.1_00394","ERR10897583.sbin.2_00185","ERR10897595.sbin.1_01209","ERR10897582.sbin.1_01621","SRR12018773.sbin.2_00770","SRR6747985.sbin.2_00951","ERR10897583.sbin.2_00393","ERR10898141.sbin.1_01302","ERR10897852.sbin.1_00027","SRR17635587.sbin.1_00044","ERR10897583.sbin.2_00874","SRR16471061.sbin.1_01481","ERR10897582.sbin.1_01586","ERR10898152.mbin.3_00459","ERR10897825.sbin.1_00097","GCF_001541385.1_01354","GCF_000466885.3_01181","ERR10897690.sbin.1_01079","ERR10897887.sbin.1_00974","ERR10897670.sbin.3_00657","ERR10897583.sbin.2_00388","ERR10897583.sbin.2_01029","ERR10898286.sbin.1_00582","ERR10897603.sbin.1_01655","SRR5575487.sbin.1_00214","ERR10897603.sbin.1_00743","SAMN00083406.sbin.4_00534","ERR10897887.sbin.1_00294","GCF_004361565.1_02358","GCF_000161915.2_02229","ERR10897572.mbin.3_00631","ERR10897582.sbin.1_00711","ERR10898175.sbin.2_01030","ERR10897572.mbin.3_00630","ERR10897583.sbin.2_00878","ERR10897582.sbin.1_01257","ERR10898244.sbin.3_00606","MG1210.sbin.3_01259","ERR10897583.sbin.2_01043","GCF_019537355.1_00229","ERR10897583.sbin.2_00912","ERR10897617.mbin.2_00951","ERR10897708.sbin.2_01701","SRR17284197.sbin.2_00688","GCF_000165885.1_01498","GCF_000466885.3_01159","ERR10897582.sbin.1_00721","ERR10897582.sbin.1_01261","ERR10897583.sbin.2_00203","ERR10897583.sbin.2_00390","ERR10897679.sbin.1_01271","ERR10897572.mbin.3_00500","GCF_027153925.1_02440","MG1235.sbin.9_00703","ERR10897583.sbin.2_00872","ERR10897603.sbin.1_00741","ERR10897690.sbin.1_01083","GCF_001541385.1_02152","ERR10897766.sbin.2_00737","ERR10897582.sbin.1_01909","SRR12018938.sbin.1_00652","ERR10898308.sbin.1_00434","ERR10897582.sbin.1_01252","MG990.sbin.2_00714","ERR10897582.sbin.1_00067","ERR10897583.sbin.2_01027","ERR10897595.sbin.1_01198","ERR10897723.sbin.1_01057","ERR10897696.sbin.1_01397","ERR10897583.sbin.2_01031","SRR12018813.sbin.2_00998","ERR10897583.sbin.2_00392","ERR10897779.mbin.3_01848","ERR10897587.sbin.1_01217","ERR10897595.sbin.1_01203","ERR10897679.sbin.1_01270","ERR10897599.sbin.5_01820","ERR10897583.sbin.2_00186","ERR10897572.mbin.3_00612","ERR10897749.sbin.6_00341","SRR12018905.sbin.1_01559","SAMN00081536.sbin.2_01012","ERR10897906.sbin.3_00149","ERR10897587.sbin.1_00291","ERR10897706.sbin.2_00155","ERR10897582.sbin.1_00710","ERR10897583.sbin.2_00181","GCF_015708075.1_01396","ERR3500845.sbin.3_01859","ERR10897574.mbin.1_00080","MG908.sbin.5_01542","SAMN00095163.sbin.2_01024","ERR10897595.sbin.1_01212","ERR10897582.sbin.1_01618","ERR10897582.sbin.1_01253","ERR10897723.sbin.1_00156","ERR10897790.sbin.1_00563","ERR10897583.sbin.2_00200","ERR10897717.sbin.2_00109","GCF_001541385.1_02156","ERR10897583.sbin.2_00207","ERR10897599.sbin.5_00753","ERR10897582.sbin.1_01251","ERR10897599.sbin.5_00007","ERR10897583.sbin.2_00182","ERR10897599.sbin.5_00751","ERR10897583.sbin.2_01033","SRR16471082.sbin.3_01737","ERR10897595.sbin.1_01206","ERR10897582.sbin.1_01221","ERR10897582.sbin.1_01263","GCF_003795065.1_00583","ERR10897595.sbin.1_01213","ERR10897696.sbin.1_01262","ERR10897670.sbin.3_00658","ERR10897700.mbin.1_01290","ERR10897603.sbin.1_01331","GCF_019278055.1_01512","ERR10897595.sbin.1_01205","ERR10897583.sbin.2_00179","ERR10897595.sbin.1_01221","ERR10897572.mbin.3_00501","ERR10897582.sbin.1_00063","ERR10897583.sbin.2_00884","ERR10897599.sbin.5_00438","ERR10897595.sbin.1_01051","ERR10897572.mbin.3_00625","ERR10897690.sbin.1_01078","MG1235.sbin.9_01589","ERR10897595.sbin.1_01210","ERR10897599.sbin.5_00439","ERR10898139.sbin.1_00559","ERR10897603.sbin.1_01613","ERR10897572.mbin.3_00627","ERR10897583.sbin.2_00873","ERR10897583.sbin.2_01028","MG1051.mbin.2_00416","ERR10897749.sbin.6_00409","ERR4421622.sbin.2_01366","ERR10897582.sbin.1_00158","ERR10897582.sbin.1_00646","ERR10897660.sbin.1_00938","ERR10897599.sbin.5_00309","ERR10897582.sbin.1_00161","GCF_027158905.1_01856","ERR10897723.sbin.1_01061","SRR12018899.sbin.1_01335","SRR13900341.sbin.2_01021","ERR10897582.sbin.1_00065","ERR10897583.sbin.2_00226","GCF_000466885.3_01151","MG1083.mbin.14_00074","GCF_003795065.1_02389","ERR10897583.sbin.2_00095","ERR10897583.sbin.2_00391","ERR10897583.sbin.2_00178","ERR10897708.sbin.2_01960","SRR12018868.sbin.1_00078","ERR10897943.sbin.1_00522","ERR10897582.sbin.1_01264","ERR10897877.sbin.1_01329","ERR10898114.sbin.1_01563","ERR10897582.sbin.1_01623","ERR10897621.sbin.3_00711","ERR10897595.sbin.1_01158","ERR10897582.sbin.1_00764","ERR10897582.sbin.1_01260","ERR10897582.sbin.1_01285","SRR16916862.sbin.4_00188","ERR10897708.sbin.2_01697","ERR10897574.mbin.1_00663","ERR10897583.sbin.2_00234","ERR10897572.mbin.3_00655","ERR10897583.sbin.2_00437","ERR10897582.sbin.1_00718","GCF_021278925.1_00888","GCF_000466885.3_01142","SRR17635567.sbin.1_00292","ERR10897582.sbin.1_00367","GCF_003971565.1_01392","ERR10897582.sbin.1_01908","ERR10897757.sbin.2_01028","GCF_001541385.1_01652","ERR10897574.mbin.1_00570","ERR10897583.sbin.2_00093","SRR6747985.sbin.2_00700","ERR10897600.sbin.1_00731","ERR2244528.sbin.1_00074","ERR10897603.sbin.1_01364","ERR10897583.sbin.2_00636","ERR10897621.sbin.3_00670","ERR10897599.sbin.5_00069","GCF_016162145.1_00722","ERR10897572.mbin.3_00638","ERR10897582.sbin.1_01312","GCF_000466885.3_01132","ERR10897582.sbin.1_00964","GCF_000466885.3_01150","MG638.sbin.2_00120","ERR10897583.sbin.2_00637","ERR10897587.sbin.1_00472","ERR10898049.mbin.10_01604","ERR10897572.mbin.3_00626","ERR10897582.sbin.1_00970","ERR10897582.sbin.1_00132","ERR10897582.sbin.1_00722","ERR10897679.sbin.1_01106","ERR10897757.sbin.2_01024","GCF_000160515.1_01770","MG1410.mbin.1_00904","ERR10897582.sbin.1_00971","GCF_008079315.1_00091","ERR10897572.mbin.3_00641","ERR10897582.sbin.1_00766","ERR10897582.sbin.1_00195","SRR17635600.sbin.12_01303","ERR10898117.sbin.2_01070","MG1067.sbin.2_00337","MG1067.sbin.2_00656","ERR10897690.sbin.1_01148","ERR10897583.sbin.2_00204","GCF_000176975.2_01749","ERR10897583.sbin.2_00621","SRR17635606.sbin.2_01172","ERR10898069.sbin.2_00665","GCF_001541385.1_01626","SRR21425819.sbin.1_00955","ERR10897723.sbin.1_01054","ERR10897887.sbin.1_01058","ERR10897583.sbin.2_00776","ERR10897582.sbin.1_00720","ERR10897603.sbin.1_01654","ERR10897572.mbin.3_00506","ERR10897572.mbin.3_00642","GCF_001541405.1_01299","GCF_016162065.1_01898","ERR10897574.mbin.1_00568","ERR10897583.sbin.2_00919","ERR10898164.sbin.1_00052","ERR10897587.sbin.1_00290","ERR10897599.sbin.5_01372","ERR10898183.sbin.3_01445","GCF_001541515.1_00956","ERR10897583.sbin.2_00047","ERR10897582.sbin.1_01222","ERR10897595.sbin.1_01163","ERR10897582.sbin.1_00160","ERR10898144.sbin.1_00687","ERR10897690.sbin.1_01406","MG1290.sbin.2_00341","ERR10897766.sbin.2_00930","P10709452.sbin.1_00547","ERR10897572.mbin.3_00645","ERR10897707.sbin.1_01105","ERR10897582.sbin.1_00064","ERR10897599.sbin.5_00067","ERR10897660.sbin.1_00939","ERR10897583.sbin.2_00823","ERR10897595.sbin.1_01058","SRR12018792.sbin.1_01407","GCF_015708075.1_02144","MG1210.sbin.3_01055","ERR10897600.sbin.1_01341","ERR10897707.sbin.1_00468","ERR10897595.sbin.1_01059","ERR10897582.sbin.1_00648","ERR10897877.sbin.1_00635","GCF_004361355.1_01251","ERR10897583.sbin.2_00129","MG1210.sbin.3_01058","MG1147.sbin.7_00241","MG1210.sbin.3_01057","MG1210.sbin.3_01056","MG1210.sbin.3_01052","ERR10897707.sbin.1_00283","ERR10897583.sbin.2_00223","ERR10897582.sbin.1_00100","ERR10897582.sbin.1_00105","ERR10897583.sbin.2_00212","ERR10897582.sbin.1_00103","ERR10897582.sbin.1_00102","SRR17635647.sbin.37_00742","ERR10898034.sbin.1_01792","GCF_000466885.3_02299","SRR11749291.sbin.2_00323","ERR10897599.sbin.5_01182","MG1210.sbin.3_01050","ERR10897583.sbin.2_00235","ERR10897582.sbin.1_01247","GCF_000165885.1_00140","GCF_000466885.3_01147","ERR10897723.sbin.1_00478","ERR10897877.sbin.1_00818","GCF_004361635.1_01252","ERR10897595.sbin.1_01056","ERR10897598.mbin.1_00107","SRR12018771.sbin.2_00663","ERR10897583.sbin.2_00044","MG1067.sbin.2_01344","ERR10898139.sbin.1_00313","ERR10897595.sbin.1_01054","ERR10897785.sbin.1_00442","ERR10897595.sbin.1_01057","GCF_019278055.1_01096","ERR10897779.mbin.3_00407","ERR10897779.mbin.3_01020","ERR10897599.sbin.5_01007","ERR10897599.sbin.5_01008","ERR10897603.sbin.1_00742","GCF_004361345.1_01023","ERR10897723.sbin.1_01037","ERR10897603.sbin.1_01350","ERR10897757.sbin.2_01018","ERR10897766.sbin.2_00735","ERR10897582.sbin.1_01017","MG1235.sbin.9_00710","ERR10897582.sbin.1_00069","ERR10897582.sbin.1_01018","ERR10898308.sbin.1_01529","MG1210.sbin.3_01054","ERR10897599.sbin.5_00113","MG1216.sbin.1_00238","ERR10897599.sbin.5_00114","MG1210.sbin.3_01049","MG1210.sbin.3_01051","ERR10897583.sbin.2_00232","ERR10897587.sbin.1_01644","ERR10897583.sbin.2_00233","ERR10897587.sbin.1_01623","ERR10897707.sbin.1_00197","MG1051.mbin.2_00461","ERR10897587.sbin.1_01625","ERR10897587.sbin.1_01627","ERR10898025.sbin.1_00888","ERR10897664.sbin.2_00250","ERR10897599.sbin.5_01712","ERR10897599.sbin.5_01710","ERR10897599.sbin.5_01711","ERR10897692.sbin.6_00237","ERR10897599.sbin.5_01713","ERR10897599.sbin.5_01708","ERR10897583.sbin.2_00619","ERR10897598.mbin.1_00103","ERR10897598.mbin.1_00104","ERR10897598.mbin.1_00105"
"Dysp_0001",0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dysp_0005",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
