cluster_90_id	Dysp_0020	VMG_0002	Dysp_0056	Dysp_0004	Dysp_0120	Dysp_0008	Dysp_0032	Dysp_0152	Dysp_0083	VMG_0073	VMG_0080	Dysp_0007	VMG_0006	Dysp_0109	VMG_0038	Dysp_0123	VMG_0118	VMG_0024	VMG_0066	Dysp_0041	VMG_0001	VMG_0048	Dysp_0139	Dysp_0163	VMG_0072	VMG_0156	VMG_0057	VMG_0081	VMG_0159	VMG_0139	Dysp_0097	Dysp_0098	VMG_0147	Dysp_0108
SRR17284245.mbin.2_01169	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ERR10897770.sbin.1_00469	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1
GCF_007785995.1_01316	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1
SRR13167589.sbin.2_00626	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4421600.sbin.2_01535	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MG1413.sbin.1_01641	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
MG1301.sbin.2_00384	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	1
MG1141.mbin.6_00982	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_000615125.1_01281	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0
ERR4421557.sbin.1_00524	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0
SRR17635483.mbin.8_01642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR10897749.sbin.1_00032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_007785975.1_01636	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	1	1	0	1	1	1	1
GCF_000439915.2_00414	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1
SRR17635552.sbin.2_00867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ERR10898244.sbin.4_00809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MG562.mbin.2_00287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4421598.sbin.1_01513	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	0	1	1	1	1
ERR4421578.sbin.1_00611	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1
ERR10898160.sbin.8_00076	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_007786065.1_00583	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ERR3500850.mbin.4_00460	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GCF_000155935.2_00171	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0
ERR10897611.sbin.1_01259	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1
ERR10897770.sbin.1_00784	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ERR10897832.sbin.2_01041	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR10898264.sbin.4_00018	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_001064985.1_00694	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1
MG604.mbin.1_01186	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0
MG1499.mbin.3_00570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GCF_007786195.1_01023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MG866.sbin.3_00721	1	0	1	0	0	1	0	1	0	1	1	0	0	1	0	1	1	1	0	1	0	1	0	0	1	0	0	1	1	0	1	0	1	1
SRR17284240.mbin.3_00057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
MG1071.mbin.9_00928	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MG1301.sbin.2_00172	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MG1115.mbin.3_01523	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MG1499.mbin.3_00769	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1
GCF_000177035.2_01848	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	1	1
ERR10898015.sbin.2_00341	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
ERR10897727.mbin.1_01459	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SRR17635767.sbin.1_01010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ERR10897727.mbin.1_01460	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_00160	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
ERR10897749.sbin.1_00526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR10897622.sbin.4_01584	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897611.sbin.1_00940	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_00161	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR3500848.sbin.1_00886	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0	1
GCF_008868535.1_00948	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0
MG1114.mbin.3_00129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_007786195.1_01024	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1
ERR10898244.sbin.4_00877	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	1	0	0	1
ERR4421598.sbin.1_00129	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	1	1	0	1	0
SRR2175824.sbin.1_01226	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MG261.mbin.3_00919	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SRR17635661.mbin.1_00209	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GCA_007826985.1_00277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GCF_001064985.1_00187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR10897622.sbin.4_00390	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897611.sbin.1_00680	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GCF_001064985.1_00022	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ERR10897622.sbin.4_01455	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1
GCF_002287905.1_00670	1	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
ERR3500848.sbin.1_00761	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897611.sbin.1_00422	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR4421557.sbin.1_01622	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GCF_000155935.2_01698	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1
MG420.sbin.11_00921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_019278095.1_01283	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GCF_007785975.1_00842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR10898089.sbin.8_01161	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ERR10897611.sbin.1_00742	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_00528	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
ERR10897611.sbin.1_00953	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_00159	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_00685	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_01322	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_01182	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_00277	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
ERR10897622.sbin.4_00373	1	0	1	0	0	1	0	1	0	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1
ERR10897622.sbin.4_00498	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MG1071.mbin.9_00250	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1
GCF_007785975.1_00669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ERR10897611.sbin.1_00946	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GCF_002863445.1_00726	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR4421557.sbin.1_00712	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	1
ERR10897622.sbin.4_01715	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897611.sbin.1_00654	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_01617	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GCF_000177415.1_00206	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897611.sbin.1_00967	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SAMN00034152.sbin.2_00433	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SAMN00043952.sbin.1_01126	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_00890	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MG1071.mbin.9_00574	1	0	1	0	0	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1
SAMN00085586.sbin.1_00898	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1
ERR10897622.sbin.4_01901	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_00597	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0
ERR10897726.sbin.1_00431	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	0	0	0	1	1	0	1	0	0	1
ERR10897622.sbin.4_00717	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897726.sbin.1_00716	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1
ERR10897611.sbin.1_00340	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_00914	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	1	0	0	1
ERR10897611.sbin.1_00833	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SRR17635560.sbin.6_00828	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GCF_007785975.1_01571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ERR10897727.mbin.1_01461	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_01301	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_01441	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
ERR10897749.sbin.1_01373	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897611.sbin.1_00397	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_00871	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_01685	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_01776	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_01563	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MG604.mbin.1_01883	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0
ERR10897611.sbin.1_00323	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GCF_000175055.1_00013	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_00695	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MG490.mbin.1_00548	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	1	1	0	1	1	1	1
ERR10897622.sbin.4_01887	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10898160.sbin.8_01536	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GCF_001064985.1_00368	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897611.sbin.1_00979	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897611.sbin.1_00925	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GCF_000175055.1_00952	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1
ERR10897611.sbin.1_00643	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_00280	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897749.sbin.1_00178	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897611.sbin.1_01191	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_01629	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_01381	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10898244.sbin.4_01372	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR4421600.mbin.2_00447	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ERR10897622.sbin.4_00358	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_01471	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1
ERR10897611.sbin.1_00754	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897611.sbin.1_00789	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897747.mbin.1_00116	1	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1
GCF_007785975.1_01561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
GCF_007785975.1_01570	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ERR10897622.sbin.4_00022	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_00242	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
MG1294.mbin.6_01191	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR3500848.sbin.1_00879	1	0	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	1	0	0	1	1	0	1
GCF_000176995.2_01672	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1
ERR4421578.sbin.1_00319	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	1	0	1	0	0	1
ERR10897611.sbin.1_00278	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SRR17635662.mbin.1_01296	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897611.sbin.1_00945	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897726.sbin.1_00729	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	1	1
ERR10897611.sbin.1_00134	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897611.sbin.1_00414	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_00922	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897611.sbin.1_00858	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897611.sbin.1_01246	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
ERR10897622.sbin.4_01824	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897726.sbin.1_00341	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR4421597.mbin.4_00535	1	0	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1
ERR10897611.sbin.1_00306	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897611.sbin.1_00199	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GCA_000615125.1_01583	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897611.sbin.1_01202	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897611.sbin.1_00420	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERR10897622.sbin.4_00911	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
