species_name,VMGC_species_code,cluster_level,VMGC_pangenome_size,num_genomes
Peptoniphilus_A harei_A,403858,90,4429,53
Peptoniphilus_A harei_A,403858,95,6367,53
Peptoniphilus_A harei_A,403858,99,29673,53
Peptoniphilus_A lacrimalis,879245,75,4105,151
Peptoniphilus_A lacrimalis,879245,80,4175,151
Peptoniphilus_A lacrimalis,879245,85,4289,151
Peptoniphilus_A lacrimalis,879245,90,4596,151
Peptoniphilus_A lacrimalis,879245,95,5556,151
Peptoniphilus_A lacrimalis,879245,99,19933,151
Peptoniphilus_A vaginalis,309208,75,4093,111
Peptoniphilus_A vaginalis,309208,80,4176,111
Peptoniphilus_A vaginalis,309208,85,4329,111
Peptoniphilus_A vaginalis,309208,90,4791,111
Peptoniphilus_A vaginalis,309208,95,6761,111
Peptoniphilus_A vaginalis,309208,99,22953,111
Peptoniphilus_B duerdenii,581929,75,2610,12
Peptoniphilus_B duerdenii,581929,80,2624,12
Peptoniphilus_B duerdenii,581929,85,2651,12
Peptoniphilus_B duerdenii,581929,90,2729,12
Peptoniphilus_B duerdenii,581929,95,3223,12
Peptoniphilus_B duerdenii,581929,99,9064,12
Peptoniphilus_B_unknown,664635,75,3287,19
Peptoniphilus_B_unknown,664635,80,3308,19
Peptoniphilus_B_unknown,664635,85,3355,19
Peptoniphilus_B_unknown,664635,90,3402,19
Peptoniphilus_B_unknown,664635,95,3482,19
Peptoniphilus_B_unknown,664635,99,4335,19
Peptoniphilus_C coxii,892290,75,2420,22
Peptoniphilus_C coxii,892290,80,2442,22
Peptoniphilus_C coxii,892290,85,2489,22
Peptoniphilus_C coxii,892290,90,2596,22
Peptoniphilus_C coxii,892290,95,2979,22
Peptoniphilus_C coxii,892290,99,10158,22
Peptoniphilus_C rachelemmaiella,759924,75,1726,6
Peptoniphilus_C rachelemmaiella,759924,80,1740,6
Peptoniphilus_C rachelemmaiella,759924,85,1774,6
Peptoniphilus_C rachelemmaiella,759924,90,1842,6
Peptoniphilus_C rachelemmaiella,759924,95,2151,6
Peptoniphilus_C rachelemmaiella,759924,99,5073,6
Peptoniphilus_C_unknown,728993,75,1826,7
Peptoniphilus_C_unknown,728993,80,1838,7
Peptoniphilus_C_unknown,728993,85,1858,7
Peptoniphilus_C_unknown,728993,90,1917,7
Peptoniphilus_C_unknown,728993,95,2367,7
Peptoniphilus_C_unknown,728993,99,4879,7
Peptostreptococcus anaerobius,536396,75,3552,95
Peptostreptococcus anaerobius,536396,80,3605,95
Peptostreptococcus anaerobius,536396,85,3702,95
Peptostreptococcus anaerobius,536396,90,3897,95
Peptostreptococcus anaerobius,536396,95,4254,95
Peptostreptococcus anaerobius,536396,99,7833,95
Peptostreptococcus sp000758885,534555,75,2315,21
Peptostreptococcus sp000758885,534555,80,2331,21
Peptostreptococcus sp000758885,534555,85,2359,21
Peptostreptococcus sp000758885,534555,90,2396,21
Peptostreptococcus sp000758885,534555,95,2464,21
Peptostreptococcus sp000758885,534555,99,3603,21
Phocaeicola vulgatus,960341,75,4773,6
Phocaeicola vulgatus,960341,80,4817,6
Phocaeicola vulgatus,960341,85,4861,6
Phocaeicola vulgatus,960341,90,4895,6
Phocaeicola vulgatus,960341,95,4977,6
Phocaeicola vulgatus,960341,99,5733,6
Porphyromonas pasteri,239478,75,2025,5
Porphyromonas pasteri,239478,80,2045,5
Porphyromonas pasteri,239478,85,2075,5
Porphyromonas pasteri,239478,90,2149,5
Porphyromonas pasteri,239478,95,2761,5
Porphyromonas pasteri,239478,99,5916,5
Porphyromonas sp001552775,625126,75,2382,40
Porphyromonas sp001552775,625126,80,2440,40
Porphyromonas sp001552775,625126,85,2523,40
Porphyromonas sp001552775,625126,90,2640,40
Porphyromonas sp001552775,625126,95,2966,40
Porphyromonas sp001552775,625126,99,8601,40
Porphyromonas uenonis_A,474121,75,3659,83
Porphyromonas uenonis_A,474121,80,3794,83
Porphyromonas uenonis_A,474121,85,4029,83
Porphyromonas uenonis_A,474121,90,4397,83
Porphyromonas uenonis_A,474121,95,6112,83
Porphyromonas uenonis_A,474121,99,32937,83
Porphyromonas_A somerae,418104,75,2436,8
Porphyromonas_A somerae,418104,80,2467,8
Porphyromonas_A somerae,418104,85,2503,8
Porphyromonas_A somerae,418104,90,2591,8
Porphyromonas_A somerae,418104,95,2987,8
Porphyromonas_A somerae,418104,99,8734,8
Porphyromonas_A sp001808555,397962,75,2374,8
Porphyromonas_A sp001808555,397962,80,2389,8
Porphyromonas_A sp001808555,397962,85,2412,8
Porphyromonas_A sp001808555,397962,90,2481,8
Porphyromonas_A sp001808555,397962,95,3103,8
Porphyromonas_A sp001808555,397962,99,8012,8
Porphyromonas_A sp900554935,447222,75,1853,5
Porphyromonas_A sp900554935,447222,80,1856,5
Porphyromonas_A sp900554935,447222,85,1867,5
Porphyromonas_A sp900554935,447222,90,1883,5
Porphyromonas_A sp900554935,447222,95,2020,5
Porphyromonas_A sp900554935,447222,99,3532,5
Porphyromonas_A_unknown,630903,75,4338,6
Porphyromonas_A_unknown,630903,80,4371,6
Porphyromonas_A_unknown,630903,85,4383,6
Porphyromonas_A_unknown,630903,90,4392,6
Porphyromonas_A_unknown,630903,95,4442,6
Porphyromonas_A_unknown,630903,99,4806,6
Porphyromonas_unknown,136202,75,7700,53
Porphyromonas_unknown,136202,80,8056,53
Porphyromonas_unknown,136202,85,8543,53
Porphyromonas_unknown,136202,90,9623,53
Porphyromonas_unknown,136202,95,12493,53
Porphyromonas_unknown,136202,99,28451,53
Prevotella amnii,498055,75,5180,513
Prevotella amnii,498055,80,5407,513
Prevotella amnii,498055,85,5694,513
Prevotella amnii,498055,90,6248,513
Prevotella amnii,498055,95,7533,513
Prevotella amnii,498055,99,25498,513
Prevotella bivia,900875,75,6150,255
Prevotella bivia,900875,80,6363,255
Prevotella bivia,900875,85,6759,255
Prevotella bivia,900875,90,7343,255
Prevotella bivia,900875,95,8566,255
Prevotella bivia,900875,99,15797,255
Prevotella colorans,845738,75,3741,44
Prevotella colorans,845738,80,3787,44
Prevotella colorans,845738,85,3830,44
Prevotella colorans,845738,90,3936,44
Prevotella colorans,845738,95,4233,44
Prevotella colorans,845738,99,13918,44
Prevotella corporis,172892,75,3391,17
Prevotella corporis,172892,80,3473,17
Prevotella corporis,172892,85,3561,17
Prevotella corporis,172892,90,3648,17
Prevotella corporis,172892,95,3759,17
Prevotella corporis,172892,99,6869,17
Prevotella denticola,900798,75,3146,6
Prevotella denticola,900798,80,3212,6
Prevotella denticola,900798,85,3313,6
Prevotella denticola,900798,90,3419,6
Prevotella denticola,900798,95,3613,6
Prevotella denticola,900798,99,7585,6
Prevotella disiens,332460,75,5170,108
Prevotella disiens,332460,80,5315,108
Prevotella disiens,332460,85,5538,108
Prevotella disiens,332460,90,5872,108
Prevotella disiens,332460,95,6551,108
Prevotella disiens,332460,99,14109,108
Prevotella ihumii,340758,75,3324,19
Prevotella ihumii,340758,80,3384,19
Prevotella ihumii,340758,85,3446,19
Prevotella ihumii,340758,90,3515,19
Prevotella ihumii,340758,95,3626,19
Prevotella ihumii,340758,99,4296,19
Prevotella melaninogenica,681331,75,4109,39
Prevotella melaninogenica,681331,80,4176,39
Prevotella melaninogenica,681331,85,4278,39
Prevotella melaninogenica,681331,90,4414,39
Prevotella melaninogenica,681331,95,4640,39
Prevotella melaninogenica,681331,99,6871,39
Prevotella sp000479005,502327,75,4818,66
Prevotella sp000479005,502327,80,4930,66
Prevotella sp000479005,502327,85,5095,66
Prevotella sp000479005,502327,90,5506,66
Prevotella sp000479005,502327,95,9171,66
Prevotella sp000479005,502327,99,30770,66
Prevotella sp000758925,382359,75,6093,274
Prevotella sp000758925,382359,80,6237,274
Prevotella sp000758925,382359,85,6454,274
Prevotella sp000758925,382359,90,6817,274
Prevotella sp000758925,382359,95,7954,274
Prevotella sp000758925,382359,99,21736,274
Prevotella sp001552765,101661,75,2549,6
Prevotella sp001552765,101661,80,2563,6
Prevotella sp001552765,101661,85,2571,6
Prevotella sp001552765,101661,90,2585,6
Prevotella sp001552765,101661,95,2611,6
Prevotella sp001552765,101661,99,3067,6
Prevotella sp001553265,560284,75,2952,22
Prevotella sp001553265,560284,80,2983,22
Prevotella sp001553265,560284,85,3020,22
Prevotella sp001553265,560284,90,3065,22
Prevotella sp001553265,560284,95,3165,22
Prevotella sp001553265,560284,99,3751,22
Prevotella timonensis,315756,75,2456,5
Prevotella timonensis,315756,80,2467,5
Prevotella timonensis,315756,85,2475,5
Prevotella timonensis,315756,90,2494,5
Prevotella timonensis,315756,95,2700,5
Prevotella timonensis,315756,99,5160,5
Prevotella timonensis_A,941235,75,12264,417
Prevotella timonensis_A,941235,80,12839,417
Prevotella timonensis_A,941235,85,13861,417
Prevotella timonensis_A,941235,90,15916,417
Prevotella timonensis_A,941235,95,23120,417
Prevotella timonensis_A,941235,99,162848,417
Prevotella_unknown,719869,75,15379,648
Prevotella_unknown,719869,80,15942,648
Prevotella_unknown,719869,85,16818,648
Prevotella_unknown,719869,90,18533,648
Prevotella_unknown,719869,95,24294,648
Prevotella_unknown,719869,99,75764,648
Propionimicrobium lymphophilum,970355,75,2476,10
Propionimicrobium lymphophilum,970355,80,2491,10
Propionimicrobium lymphophilum,970355,85,2524,10
Propionimicrobium lymphophilum,970355,90,2572,10
Propionimicrobium lymphophilum,970355,95,2656,10
Propionimicrobium lymphophilum,970355,99,4495,10
Proteus mirabilis,613480,75,4351,10
Proteus mirabilis,613480,80,4382,10
Proteus mirabilis,613480,85,4441,10
Proteus mirabilis,613480,90,4503,10
Proteus mirabilis,613480,95,4659,10
Proteus mirabilis,613480,99,6337,10
Pseudoglutamicibacter albus,435807,75,2350,8
Pseudoglutamicibacter albus,435807,80,2376,8
Pseudoglutamicibacter albus,435807,85,2408,8
Pseudoglutamicibacter albus,435807,90,2469,8
Pseudoglutamicibacter albus,435807,95,2684,8
Pseudoglutamicibacter albus,435807,99,4815,8
Sneathia sanguinegens,581434,75,3299,292
Sneathia sanguinegens,581434,80,3405,292
Sneathia sanguinegens,581434,85,3605,292
Sneathia sanguinegens,581434,90,4011,292
Sneathia sanguinegens,581434,95,5106,292
Sneathia sanguinegens,581434,99,16308,292
Sneathia vaginalis,988627,75,4189,471
Sneathia vaginalis,988627,80,4319,471
Sneathia vaginalis,988627,85,4576,471
Sneathia vaginalis,988627,90,5155,471
Sneathia vaginalis,988627,95,7055,471
Sneathia vaginalis,988627,99,28903,471
Sodaliphilus_unknown,856531,75,3337,48
Sodaliphilus_unknown,856531,80,3358,48
Sodaliphilus_unknown,856531,85,3397,48
Sodaliphilus_unknown,856531,90,3485,48
Sodaliphilus_unknown,856531,95,3653,48
Sodaliphilus_unknown,856531,99,7053,48
Staphylococcus aureus,423516,75,3136,12
Staphylococcus aureus,423516,80,3213,12
Staphylococcus aureus,423516,85,3306,12
Staphylococcus aureus,423516,90,3496,12
Staphylococcus aureus,423516,95,3978,12
Staphylococcus aureus,423516,99,8573,12
Staphylococcus epidermidis,679715,75,3153,23
Staphylococcus epidermidis,679715,80,3210,23
Staphylococcus epidermidis,679715,85,3282,23
Staphylococcus epidermidis,679715,90,3381,23
Staphylococcus epidermidis,679715,95,3580,23
Staphylococcus epidermidis,679715,99,7436,23
Staphylococcus haemolyticus,344406,75,3367,20
Staphylococcus haemolyticus,344406,80,3411,20
Staphylococcus haemolyticus,344406,85,3481,20
Staphylococcus haemolyticus,344406,90,3618,20
Staphylococcus haemolyticus,344406,95,3962,20
Staphylococcus haemolyticus,344406,99,7447,20
Staphylococcus lugdunensis,212963,75,2635,7
Staphylococcus lugdunensis,212963,80,2646,7
Staphylococcus lugdunensis,212963,85,2664,7
Staphylococcus lugdunensis,212963,90,2680,7
Staphylococcus lugdunensis,212963,95,2707,7
Staphylococcus lugdunensis,212963,99,3003,7
Stomatobaculum naviforme,987302,75,2278,6
Stomatobaculum naviforme,987302,80,2282,6
Stomatobaculum naviforme,987302,85,2286,6
Stomatobaculum naviforme,987302,90,2293,6
Stomatobaculum naviforme,987302,95,2333,6
Stomatobaculum naviforme,987302,99,3649,6
Stomatobaculum sp002892395,448856,75,3512,56
Stomatobaculum sp002892395,448856,80,3563,56
Stomatobaculum sp002892395,448856,85,3642,56
Stomatobaculum sp002892395,448856,90,3759,56
Stomatobaculum sp002892395,448856,95,4090,56
Stomatobaculum sp002892395,448856,99,8739,56
Streptococcus agalactiae,861111,75,4662,178
Streptococcus agalactiae,861111,80,4770,178
Streptococcus agalactiae,861111,85,4938,178
Streptococcus agalactiae,861111,90,5191,178
Streptococcus agalactiae,861111,95,5785,178
Streptococcus agalactiae,861111,99,8335,178
Streptococcus anginosus,899308,75,3606,62
Streptococcus anginosus,899308,80,3685,62
Streptococcus anginosus,899308,85,3777,62
Streptococcus anginosus,899308,90,3881,62
Streptococcus anginosus,899308,95,4113,62
Streptococcus anginosus,899308,99,4892,62
Streptococcus mitis_BF,361681,75,2841,17
Streptococcus mitis_BF,361681,80,2876,17
Streptococcus mitis_BF,361681,85,2938,17
Streptococcus mitis_BF,361681,90,3070,17
Streptococcus mitis_BF,361681,95,3671,17
Streptococcus mitis_BF,361681,99,5365,17
Streptococcus pyogenes,303548,75,2147,10
Streptococcus pyogenes,303548,80,2169,10
Streptococcus pyogenes,303548,85,2203,10
Streptococcus pyogenes,303548,90,2250,10
Streptococcus pyogenes,303548,95,2342,10
Streptococcus pyogenes,303548,99,3528,10
Streptococcus salivarius,811118,75,2289,5
Streptococcus salivarius,811118,80,2313,5
Streptococcus salivarius,811118,85,2355,5
Streptococcus salivarius,811118,90,2476,5
Streptococcus salivarius,811118,95,3134,5
Streptococcus salivarius,811118,99,5931,5
Streptococcus_unknown,339874,75,3714,7
Streptococcus_unknown,339874,80,4007,7
Streptococcus_unknown,339874,85,4562,7
Streptococcus_unknown,339874,90,5264,7
Streptococcus_unknown,339874,95,8012,7
Streptococcus_unknown,339874,99,9967,7
UBA629 sp005465875,652998,75,1884,36
UBA629 sp005465875,652998,80,1902,36
UBA629 sp005465875,652998,85,1925,36
UBA629 sp005465875,652998,90,1954,36
UBA629 sp005465875,652998,95,2041,36
UBA629 sp005465875,652998,99,3912,36
UBA629 sp005465875 (BVAB1),123406,75,4031,461
UBA629 sp005465875 (BVAB1),123406,80,4157,461
UBA629 sp005465875 (BVAB1),123406,85,4324,461
UBA629 sp005465875 (BVAB1),123406,90,4565,461
UBA629 sp005465875 (BVAB1),123406,95,5317,461
UBA629 sp005465875 (BVAB1),123406,99,14143,461
Ureaplasma parvum,952860,75,692,31
Ureaplasma parvum,952860,80,696,31
Ureaplasma parvum,952860,85,699,31
Ureaplasma parvum,952860,90,718,31
Ureaplasma parvum,952860,95,750,31
Ureaplasma parvum,952860,99,982,31
Ureaplasma urealyticum,505334,75,698,9
Ureaplasma urealyticum,505334,80,706,9
Ureaplasma urealyticum,505334,85,718,9
Ureaplasma urealyticum,505334,90,737,9
Ureaplasma urealyticum,505334,95,766,9
Ureaplasma urealyticum,505334,99,881,9
Urinicoccus massiliensis,717613,75,1676,5
Urinicoccus massiliensis,717613,80,1681,5
Urinicoccus massiliensis,717613,85,1691,5
Urinicoccus massiliensis,717613,90,1704,5
Urinicoccus massiliensis,717613,95,1786,5
Urinicoccus massiliensis,717613,99,3742,5
Varibaculum cambriense_B,293577,75,2121,7
Varibaculum cambriense_B,293577,80,2142,7
Varibaculum cambriense_B,293577,85,2187,7
Varibaculum cambriense_B,293577,90,2357,7
Varibaculum cambriense_B,293577,95,2968,7
Varibaculum cambriense_B,293577,99,4657,7
Varibaculum massiliense,904423,75,2497,12
Varibaculum massiliense,904423,80,2550,12
Varibaculum massiliense,904423,85,2643,12
Varibaculum massiliense,904423,90,2990,12
Varibaculum massiliense,904423,95,4197,12
Varibaculum massiliense,904423,99,9558,12
Veillonella montpellierensis,674615,75,2853,39
Veillonella montpellierensis,674615,80,2902,39
Veillonella montpellierensis,674615,85,2979,39
Veillonella montpellierensis,674615,90,3149,39
Veillonella montpellierensis,674615,95,3756,39
Veillonella montpellierensis,674615,99,12344,39
Veillonella parvula_A,773494,75,2374,6
Veillonella parvula_A,773494,80,2410,6
Veillonella parvula_A,773494,85,2468,6
Veillonella parvula_A,773494,90,2660,6
Veillonella parvula_A,773494,95,3504,6
Veillonella parvula_A,773494,99,6875,6
W5053_unknown,742202,75,1434,5
W5053_unknown,742202,80,1445,5
W5053_unknown,742202,85,1457,5
W5053_unknown,742202,90,1487,5
W5053_unknown,742202,95,1627,5
W5053_unknown,742202,99,2997,5
ZJ293_unknown,309546,75,1267,20
ZJ293_unknown,309546,80,1272,20
ZJ293_unknown,309546,85,1276,20
ZJ293_unknown,309546,90,1284,20
ZJ293_unknown,309546,95,1312,20
ZJ293_unknown,309546,99,2473,20
